Gene	Name	Type	Chr	Strand	Start	End
ENSG00000222257	RN7SKP199	misc_RNA	4	+	45995119	45995423
ENSG00000252913	RNU6-158P	snRNA	4	-	48932755	48932854
ENSG00000277388	MIR8053	miRNA	4	+	47652669	47652743
ENSG00000199780	Y_RNA	misc_RNA	4	+	59533786	59533898
ENSG00000265829	MIR548AG1	miRNA	4	+	60922619	60922684
ENSG00000202169	Y_RNA	misc_RNA	4	+	61906313	61906408
ENSG00000201775	RNU6-1325P	snRNA	4	+	59834063	59834167
ENSG00000252890	RNU6-699P	snRNA	4	+	66897262	66897371
ENSG00000221563	MIR1269A	miRNA	4	+	66276824	66276928
ENSG00000252104	RNU6-191P	snRNA	4	-	64397694	64397787
ENSG00000206629	RNU1-63P	snRNA	4	-	67429591	67429754
ENSG00000274759	RNA5SP527	rRNA	4	+	67439992	67440118
ENSG00000201676	Y_RNA	misc_RNA	4	+	59833175	59833276
ENSG00000202374	SNORA62	snoRNA	4	+	67747236	67747386
ENSG00000210839	RNU6ATAC5P	snRNA	4	+	73026748	73026873
ENSG00000252955	RNU4ATAC9P	snRNA	4	+	72965178	72965303
ENSG00000252762	ENSG00000252762	snoRNA	4	+	81928313	81928439
ENSG00000202485	RNU6-499P	snRNA	4	+	82174547	82174653
ENSG00000200108	RNU6-774P	snRNA	4	+	84233657	84233763
ENSG00000201901	RN7SKP48	misc_RNA	4	+	85100496	85100823
ENSG00000207746	MIR575	miRNA	4	-	82753337	82753430
ENSG00000278151	ENSG00000278151	misc_RNA	4	+	88710147	88710265
ENSG00000276003	ENSG00000276003	misc_RNA	4	+	88723209	88723316
ENSG00000199530	Y_RNA	misc_RNA	4	-	82944738	82944845
ENSG00000251874	RNU6-615P	snRNA	4	+	83003412	83003517
ENSG00000207524	RNU6-33P	snRNA	4	-	88684848	88684954
ENSG00000200622	RNU6-1059P	snRNA	4	-	95868667	95868764
ENSG00000266421	MIR4451	miRNA	4	+	85722468	85722533
ENSG00000201640	RN7SKP28	misc_RNA	4	-	96348734	96349038
ENSG00000199529	RNU6-462P	snRNA	4	+	101723876	101723980
ENSG00000252470	RNU6-551P	snRNA	4	+	107435118	107435220
ENSG00000201744	RNU6-34P	snRNA	4	-	96152297	96152403
ENSG00000252460	RNU6-635P	snRNA	4	+	103924540	103924641
ENSG00000201633	Y_RNA	misc_RNA	4	-	83636196	83636290
ENSG00000206601	RNU6-431P	snRNA	4	+	108652150	108652256
ENSG00000275994	SNORA24	snoRNA	4	+	118279190	118279320
ENSG00000207931	MIR577	miRNA	4	+	114656759	114656854
ENSG00000243227	RN7SL55P	misc_RNA	4	-	109450772	109451068
ENSG00000207988	MIR576	miRNA	4	+	109488698	109488795
ENSG00000273882	MIR8066	miRNA	4	-	101240795	101240872
ENSG00000221265	MIR1255A	miRNA	4	-	101330302	101330414
ENSG00000223006	RN7SKP137	misc_RNA	4	-	121061172	121061478
ENSG00000252183	RNU6-948P	snRNA	4	-	121192797	121192903
ENSG00000201752	RNU6-119P	snRNA	4	+	116839279	116839385
ENSG00000212359	RNU6-550P	snRNA	4	+	120810469	120810569
ENSG00000199862	Y_RNA	misc_RNA	4	-	127028107	127028219
ENSG00000241392	RN7SL205P	misc_RNA	4	-	131720260	131720543
ENSG00000200553	Y_RNA	misc_RNA	4	+	119947131	119947232
ENSG00000207322	RNU1-89P	snRNA	4	-	135995929	135996092
ENSG00000206782	RNU6-224P	snRNA	4	+	131273242	131273348
ENSG00000207148	Y_RNA	misc_RNA	4	-	121329069	121329170
ENSG00000240637	RN7SL808P	misc_RNA	4	+	114799331	114799629
ENSG00000252014	SNORA70	snoRNA	4	+	131768140	131768249
ENSG00000201314	Y_RNA	misc_RNA	4	-	145958128	145958240
ENSG00000283432	U6	snRNA	4	-	135315418	135315522
ENSG00000201846	RNA5SP166	rRNA_pseudogene	4	+	148557947	148558048
ENSG00000239168	RNU7-197P	snRNA	4	-	148991572	148991633
ENSG00000207121	RNU6-1230P	snRNA	4	+	149934376	149934483
ENSG00000202331	RNA5SP167	rRNA_pseudogene	4	+	149907560	149907675
ENSG00000252951	RNA5SP165	rRNA_pseudogene	4	-	147745303	147745417
ENSG00000252233	RN7SKP253	misc_RNA	4	-	139794125	139794433
ENSG00000264274	MIR4799	miRNA	4	+	147782595	147782668
ENSG00000240014	RN7SL254P	misc_RNA	4	+	147808926	147809209
ENSG00000253019	RN7SKP35	misc_RNA	4	+	151576766	151576916
ENSG00000221369	MIR548G	miRNA	4	-	147344629	147344717
ENSG00000253077	RNA5SP169	rRNA_pseudogene	4	-	151971497	151971613
ENSG00000206978	Y_RNA	misc_RNA	4	-	159064297	159064398
ENSG00000274535	SNORD39	snoRNA	4	-	158909373	158909450
ENSG00000199634	RNU4-79P	snRNA	4	+	158395394	158395534
ENSG00000206711	Y_RNA	misc_RNA	4	-	166312935	166313034
ENSG00000222721	RN7SKP188	misc_RNA	4	+	167662986	167663302
ENSG00000252959	RNA5SP170	rRNA_pseudogene	4	-	166053187	166053287
ENSG00000251961	RNU6ATAC13P	snRNA	4	+	170891467	170891597
ENSG00000253001	RN7SKP105	misc_RNA	4	-	163828800	163829113
ENSG00000200521	Y_RNA	misc_RNA	4	-	157768013	157768113
ENSG00000278502	MIR6082	miRNA	4	+	171186184	171186292
ENSG00000240772	RN7SL776P	misc_RNA	4	-	167400495	167400762
ENSG00000201931	RNA5SP172	rRNA	4	-	177457111	177457228
ENSG00000253000	RNU1-45P	snRNA	4	-	178116721	178116861
ENSG00000222859	RN7SKP136	misc_RNA	4	+	177181442	177181741
ENSG00000212373	RNA5SP171	rRNA_pseudogene	4	-	166918364	166918478
ENSG00000201727	RNA5SP173	rRNA_pseudogene	4	+	178406695	178406830
ENSG00000283468	MIR4454	miRNA	4	-	163093574	163093628
ENSG00000251742	RN7SKP13	misc_RNA	4	-	181834865	181835108
ENSG00000201433	RNU6-335P	snRNA	4	-	183675603	183675715
ENSG00000251739	RNU6-1053P	snRNA	4	+	183705931	183706031
ENSG00000252157	RNU6-479P	snRNA	4	-	183653572	183653676
ENSG00000201516	ENSG00000201516	snoRNA	4	+	176098163	176098285
ENSG00000244512	RN7SL28P	misc_RNA	4	+	184278936	184279233
ENSG00000221227	MIR1305	miRNA	4	+	182169293	182169378
ENSG00000252343	RNU2-34P	snRNA	4	+	182548659	182548779
ENSG00000222582	RNU2-66P	snRNA	4	+	154787118	154787278
ENSG00000251714	RN7SKP67	misc_RNA	4	-	182631454	182631688
ENSG00000252604	RNU2-44P	snRNA	4	+	154790291	154790484
ENSG00000265846	MIR4276	miRNA	4	+	174423795	174423864
ENSG00000201085	RNU6-173P	snRNA	4	-	188121531	188121634
ENSG00000202215	RNU1-51P	snRNA	4	-	189709539	189709714
ENSG00000212191	ENSG00000212191	snoRNA	4	-	178685886	178685956
ENSG00000252275	RNU7-192P	snRNA	4	-	188716665	188716725
ENSG00000259959	ENSG00000259959	lncRNA	4	-	47840122	47844339
ENSG00000170448	NFXL1	protein_coding	4	-	47847233	47914667
ENSG00000163293	NIPAL1	protein_coding	4	+	47914142	48040173
ENSG00000200269	RNU6-838P	snRNA	4	-	48106081	48106188
ENSG00000283499	U6	snRNA	4	-	48109353	48109410
ENSG00000202014	Y_RNA	misc_RNA	4	+	48153434	48153535
ENSG00000248866	USP46-DT	lncRNA	4	+	52659406	52661668
ENSG00000260120	ENSG00000260120	lncRNA	4	+	52680609	52692999
ENSG00000250302	LINC01618	lncRNA	4	+	52712394	52866821
ENSG00000264585	MIR4449	miRNA	4	+	52712682	52712747
ENSG00000286161	ENSG00000286161	lncRNA	4	-	52712713	52722377
ENSG00000212588	SNORA26	snoRNA	4	+	52713249	52713370
ENSG00000248375	ENSG00000248375	processed_pseudogene	4	-	52720081	52720831
ENSG00000226887	ERVMER34-1	protein_coding	4	-	52722618	52751586
ENSG00000212490	ENSG00000212490	snoRNA	4	+	52748137	52748259
ENSG00000199901	Y_RNA	misc_RNA	4	+	52786537	52786638
ENSG00000128045	RASL11B	protein_coding	4	+	52862317	52866835
ENSG00000248115	ENSG00000248115	lncRNA	4	+	52945649	52958087
ENSG00000252266	Y_RNA	misc_RNA	4	-	5426885	5426984
ENSG00000201496	RN7SKP275	misc_RNA	4	-	5458581	5458881
ENSG00000082929	LINC01587	lncRNA	4	+	5524569	5527801
ENSG00000237868	ENSG00000237868	processed_pseudogene	4	-	122077840	122078318
ENSG00000241037	RN7SL335P	misc_RNA	4	-	122087508	122087811
ENSG00000164113	ADAD1	protein_coding	4	+	122378966	122429802
ENSG00000201050	RNU6-668P	snRNA	4	+	164787290	164787396
ENSG00000248329	APELA	protein_coding	4	+	164877178	164898965
ENSG00000250227	TRIM60P14	processed_pseudogene	4	+	164915565	164916983
ENSG00000244146	ENSG00000244146	processed_pseudogene	4	-	164920618	164921063
ENSG00000285563	ENSG00000285563	lncRNA	4	+	164920894	164931047
ENSG00000221891	FAM218BP	processed_pseudogene	4	-	164929494	164929951
ENSG00000270960	ENSG00000270960	processed_pseudogene	4	-	164933086	164933506
ENSG00000248645	ENSG00000248645	unprocessed_pseudogene	4	-	164938322	164939990
ENSG00000121089	NACA3P	processed_pseudogene	4	+	164943290	164943937
ENSG00000236941	ENSG00000236941	processed_pseudogene	4	+	164948079	164949438
ENSG00000250486	FAM218A	lncRNA	4	+	164956948	164959122
ENSG00000248229	ENSG00000248229	processed_pseudogene	4	+	164987265	164987787
ENSG00000250887	ENSG00000250887	lncRNA	4	-	165007086	165007959
ENSG00000250712	ENSG00000250712	processed_pseudogene	4	+	165010459	165011851
ENSG00000240674	RPL21P51	processed_pseudogene	4	-	165012366	165012845
ENSG00000176979	TRIM60	protein_coding	4	+	165016458	165041749
ENSG00000276623	ENSG00000276623	processed_pseudogene	4	+	165016887	165017433
ENSG00000250430	ENSG00000250430	processed_pseudogene	4	-	165026261	165026944
ENSG00000249617	ENSG00000249617	processed_pseudogene	4	+	165045969	165046280
ENSG00000187689	AMTN	protein_coding	4	+	70518569	70532743
ENSG00000132464	ENAM	protein_coding	4	+	70628744	70646824
ENSG00000286848	ENSG00000286848	lncRNA	4	+	70637745	70686816
ENSG00000132467	UTP3	protein_coding	4	+	70688532	70690551
ENSG00000207448	RNU6-520P	snRNA	4	+	70701755	70701858
ENSG00000207058	RNU6-784P	snRNA	4	-	70703018	70703123
ENSG00000272986	ENSG00000272986	lncRNA	4	-	70703747	70704491
ENSG00000018189	RUFY3	protein_coding	4	+	70704204	70808619
ENSG00000283313	U6	snRNA	4	-	70848136	70848218
ENSG00000207007	RNU6-891P	snRNA	4	+	70852130	70852240
ENSG00000163612	FAM86KP	unprocessed_pseudogene	4	+	9153296	9165451
ENSG00000250268	ALG1L14P	unprocessed_pseudogene	4	-	9166297	9170270
ENSG00000231396	USP17L10	protein_coding	4	+	9210657	9212249
ENSG00000233136	USP17L11	protein_coding	4	+	9215405	9216997
ENSG00000227551	USP17L12	protein_coding	4	+	9220152	9221744
ENSG00000232399	USP17L13	protein_coding	4	+	9224896	9226488
ENSG00000249104	USP17L17	protein_coding	4	+	9243879	9245471
ENSG00000250844	USP17L18	protein_coding	4	+	9248630	9250222
ENSG00000250913	USP17L23	protein_coding	4	+	9272364	9272914
ENSG00000227140	USP17L5	protein_coding	4	+	9339403	9340995
ENSG00000235780	USP17L27	protein_coding	4	+	9344148	9345740
ENSG00000231051	USP17L28	protein_coding	4	+	9348893	9350485
ENSG00000231637	USP17L29	protein_coding	4	+	9353638	9355230
ENSG00000228856	USP17L30	protein_coding	4	+	9363129	9364721
ENSG00000219492	ENSG00000219492	unprocessed_pseudogene	4	-	9384017	9388983
ENSG00000188438	DEFB108F	unprocessed_pseudogene	4	+	9399204	9403565
ENSG00000252307	RNA5SP153	rRNA_pseudogene	4	-	9411178	9411253
ENSG00000232773	DEFB130D	unprocessed_pseudogene	4	+	9422313	9429702
ENSG00000250745	USP17L20	protein_coding	4	+	9258124	9259716
ENSG00000249811	USP17L21	protein_coding	4	+	9262872	9264464
ENSG00000248933	USP17L22	protein_coding	4	+	9267619	9269211
ENSG00000232264	USP17L24	protein_coding	4	+	9325165	9326757
ENSG00000230430	USP17L25	protein_coding	4	+	9329911	9331503
ENSG00000229579	USP17L26	protein_coding	4	+	9334658	9336250
ENSG00000249482	USP17L14P	unprocessed_pseudogene	4	+	9229641	9231233
ENSG00000250231	USP17L16P	unprocessed_pseudogene	4	+	9239130	9240722
ENSG00000248920	USP17L19	protein_coding	4	+	9253378	9254970
ENSG00000251694	USP17L9P	unprocessed_pseudogene	4	+	9358383	9359975
ENSG00000205946	USP17L6P	unprocessed_pseudogene	4	+	9367874	9369070
ENSG00000249613	LINC02173	lncRNA	4	+	106433489	106453449
ENSG00000250298	GIMD1	protein_coding	4	-	106357392	106368778
ENSG00000226950	DANCR	lncRNA	4	+	52712325	52723623
ENSG00000244083	ENSG00000244083	processed_pseudogene	4	-	122815771	122816117
ENSG00000240775	ENSG00000240775	processed_pseudogene	4	+	122840343	122840690
ENSG00000273007	ENSG00000273007	lncRNA	4	-	122879778	122885805
ENSG00000170917	NUDT6	protein_coding	4	-	122888697	122922968
ENSG00000252030	RNU6-1196P	snRNA	4	-	153265662	153265755
ENSG00000201786	Y_RNA	misc_RNA	4	-	153266909	153267010
ENSG00000213406	ANXA2P1	processed_pseudogene	4	-	153307792	153308717
ENSG00000243883	RN7SL419P	misc_RNA	4	-	153381729	153382015
ENSG00000109163	GNRHR	protein_coding	4	-	67737118	67754388
ENSG00000109471	IL2	protein_coding	4	-	122451470	122456725
ENSG00000138698	RAP1GDS1	protein_coding	4	+	98261384	98443858
ENSG00000163626	COX18	protein_coding	4	-	73052362	73069755
ENSG00000172399	MYOZ2	protein_coding	4	+	119135832	119187789
ENSG00000173542	MOB1B	protein_coding	4	+	70902326	71022449
ENSG00000174792	ODAPH	protein_coding	4	+	75556048	75565871
ENSG00000221296	MIR548T	miRNA	4	+	173268160	173268233
ENSG00000248774	ENSG00000248774	lncRNA	4	-	173322206	173329694
ENSG00000164104	HMGB2	protein_coding	4	-	173331376	173334432
ENSG00000164105	SAP30	protein_coding	4	+	173369969	173377532
ENSG00000164106	SCRG1	protein_coding	4	-	173384701	173406380
ENSG00000288025	ENSG00000288025	lncRNA	4	+	173397770	173409559
ENSG00000242882	RPL5P11	processed_pseudogene	4	-	173419245	173420137
ENSG00000286226	ENSG00000286226	lncRNA	4	+	173445033	173446596
ENSG00000252898	RNU6-1096P	snRNA	4	-	173446603	173446704
ENSG00000261646	ENSG00000261646	lncRNA	4	-	173467833	173470041
ENSG00000164107	HAND2	protein_coding	4	-	173524969	173530229
ENSG00000234801	MORF4	processed_pseudogene	4	-	173615936	173616906
ENSG00000213370	RANP6	processed_pseudogene	4	-	173633728	173634371
ENSG00000249488	NACAP5	processed_pseudogene	4	-	17552117	17552752
ENSG00000283219	ENSG00000283219	unprocessed_pseudogene	4	-	17557892	17558045
ENSG00000249502	MED28-DT	lncRNA	4	-	17586267	17614585
ENSG00000118579	MED28	protein_coding	4	+	17614641	17634105
ENSG00000047662	FAM184B	protein_coding	4	-	17629306	17781621
ENSG00000163257	DCAF16	protein_coding	4	-	17800655	17810758
ENSG00000109805	NCAPG	protein_coding	4	+	17810979	17844865
ENSG00000235413	KRT18P63	processed_pseudogene	4	+	17911674	17912976
ENSG00000250043	ENSG00000250043	lncRNA	4	-	173877471	173913252
ENSG00000251216	ENSG00000251216	lncRNA	4	-	173924207	173991024
ENSG00000151014	NOCT	protein_coding	4	+	139015781	139045939
ENSG00000252503	RNU6-531P	snRNA	4	+	139055475	139055578
ENSG00000240723	RN7SL382P	misc_RNA	4	+	139100377	139100658
ENSG00000179967	PPP1R14BP3	processed_pseudogene	4	-	139114930	139115374
ENSG00000276396	Metazoa_SRP	misc_RNA	4	+	139155153	139155444
ENSG00000265892	RN7SL311P	misc_RNA	4	+	139185441	139185746
ENSG00000207384	Y_RNA	misc_RNA	4	+	139200395	139200513
ENSG00000252362	RNU6-506P	snRNA	4	-	139231026	139231119
ENSG00000206722	RNU6-1074P	snRNA	4	-	139256657	139256760
ENSG00000137463	MGARP	protein_coding	4	-	139266165	139280225
ENSG00000109390	NDUFC1	protein_coding	4	-	139266880	139302551
ENSG00000200520	RNU6-1214P	snRNA	4	+	139318378	139318486
ENSG00000239005	ENSG00000239005	snoRNA	4	-	139436368	139436494
ENSG00000272783	ENSG00000272783	lncRNA	4	+	1550284	1550572
ENSG00000207009	Y_RNA	misc_RNA	4	-	1683420	1683529
ENSG00000163950	SLBP	protein_coding	4	-	1692731	1712344
ENSG00000168924	LETM1	protein_coding	4	-	1811479	1856156
ENSG00000248188	PFDN1P2	processed_pseudogene	4	+	15743196	15743582
ENSG00000004468	CD38	protein_coding	4	+	15778275	15853232
ENSG00000251644	HPRT1P1	processed_pseudogene	4	-	15864938	15865940
ENSG00000137440	FGFBP1	protein_coding	4	-	15935577	15938740
ENSG00000137441	FGFBP2	protein_coding	4	-	15960245	15969309
ENSG00000007062	PROM1	protein_coding	4	-	15963076	16084378
ENSG00000286280	ENSG00000286280	lncRNA	4	-	16114233	16117479
ENSG00000169762	TAPT1	protein_coding	4	-	16160505	16227410
ENSG00000249234	ENSG00000249234	lncRNA	4	+	16178939	16183120
ENSG00000201297	Y_RNA	misc_RNA	4	+	125362819	125362929
ENSG00000283550	MIR2054	miRNA	4	+	125507259	125507307
ENSG00000251436	NUP58P1	processed_pseudogene	4	-	125681177	125683668
ENSG00000145375	AFG2A	protein_coding	4	+	122923070	123319433
ENSG00000250322	ENSG00000250322	processed_pseudogene	4	-	123259949	123260118
ENSG00000287951	ENSG00000287951	lncRNA	4	-	123349250	123351221
ENSG00000164056	SPRY1	protein_coding	4	+	123396795	123403760
ENSG00000249125	ENSG00000249125	lncRNA	4	+	123490242	123522106
ENSG00000251526	LINC02435	lncRNA	4	+	123505279	123527525
ENSG00000241250	RPL17P20	processed_pseudogene	4	+	56710060	56710614
ENSG00000227040	ENSG00000227040	processed_pseudogene	4	-	56760919	56761485
ENSG00000240545	RN7SL492P	misc_RNA	4	-	56794348	56794642
ENSG00000265894	RN7SL357P	misc_RNA	4	+	56805834	56806131
ENSG00000278226	Metazoa_SRP	misc_RNA	4	+	56810422	56810681
ENSG00000251799	Y_RNA	misc_RNA	4	-	56818218	56818314
ENSG00000269949	ENSG00000269949	lncRNA	4	-	56960927	56961373
ENSG00000084092	NOA1	protein_coding	4	-	56963350	56977606
ENSG00000047315	POLR2B	protein_coding	4	+	56977722	57031158
ENSG00000251703	RNU6-998P	snRNA	4	+	57002692	57002792
ENSG00000163453	IGFBP7	protein_coding	4	-	57030773	57110385
ENSG00000250384	UBE2CP3	processed_pseudogene	4	+	57072683	57073132
ENSG00000287369	ENSG00000287369	lncRNA	4	+	57110547	57111400
ENSG00000084093	REST	protein_coding	4	+	56907876	56966808
ENSG00000164111	ANXA5	protein_coding	4	-	121667946	121696995
ENSG00000226757	PP12613	lncRNA	4	+	121764585	121766814
ENSG00000123737	EXOSC9	protein_coding	4	+	121801318	121817021
ENSG00000145386	CCNA2	protein_coding	4	-	121816444	121823883
ENSG00000138686	BBS7	protein_coding	4	-	121824329	121870487
ENSG00000261501	BBS7-DT	lncRNA	4	+	121870583	121872848
ENSG00000138741	TRPC3	protein_coding	4	-	121874481	121952060
ENSG00000273133	ENSG00000273133	lncRNA	4	-	15563698	15564253
ENSG00000118564	FBXL5	protein_coding	4	-	15604381	15681679
ENSG00000237765	FAM200B	protein_coding	4	+	15681662	15690447
ENSG00000288606	ENSG00000288606	lncRNA	4	+	15681756	15705565
ENSG00000109743	BST1	protein_coding	4	+	15703065	15738313
ENSG00000214846	ENSG00000214846	processed_pseudogene	4	-	15730962	15731627
ENSG00000236959	SULT1D1P	transcribed_unitary_pseudogene	4	-	69791872	69813888
ENSG00000284695	ENSG00000284695	protein_coding	4	-	69810780	69847786
ENSG00000109193	SULT1E1	protein_coding	4	-	69841212	69860145
ENSG00000251489	ENSG00000251489	processed_pseudogene	4	+	69888877	69889406
ENSG00000126545	CSN1S1	protein_coding	4	+	69931068	69946574
ENSG00000126549	STATH	protein_coding	4	+	69995966	70002570
ENSG00000126550	HTN1	protein_coding	4	+	70050438	70058848
ENSG00000187533	PRR27	protein_coding	4	+	70133616	70176799
ENSG00000205649	HTN3	protein_coding	4	+	70028455	70036538
ENSG00000132465	JCHAIN	protein_coding	4	-	70655541	70681817
ENSG00000270244	ENSG00000270244	processed_pseudogene	4	-	76886029	76886370
ENSG00000242727	ENSG00000242727	processed_pseudogene	4	+	76891034	76891445
ENSG00000186212	SOWAHB	protein_coding	4	-	76894152	76898144
ENSG00000234036	TXNP6	processed_pseudogene	4	-	76958860	76959169
ENSG00000118816	CCNI	protein_coding	4	-	77047155	77076309
ENSG00000214062	RPL7P17	processed_pseudogene	4	-	77082403	77083126
ENSG00000271676	ENSG00000271676	processed_pseudogene	4	-	77112495	77113458
ENSG00000201641	RNU6-1187P	snRNA	4	-	77150328	77150437
ENSG00000222592	RNU6-887P	snRNA	4	+	39399149	39399248
ENSG00000134962	KLB	protein_coding	4	+	39406930	39451533
ENSG00000264621	MIR5591	miRNA	4	+	39411910	39411974
ENSG00000238797	Y_RNA	misc_RNA	4	+	39441665	39441764
ENSG00000121897	LIAS	protein_coding	4	+	39459004	39485109
ENSG00000109814	UGDH	protein_coding	4	-	39498755	39528311
ENSG00000287262	ENSG00000287262	lncRNA	4	-	39539395	39546073
ENSG00000249930	ENSG00000249930	processed_pseudogene	4	-	15492729	15492972
ENSG00000163682	RPL9	protein_coding	4	-	39452587	39458931
ENSG00000145331	TRMT10A	protein_coding	4	-	99546709	99564039
ENSG00000248676	ENSG00000248676	lncRNA	4	-	99594799	99625913
ENSG00000109339	MAPK10	protein_coding	4	-	85990007	86594625
ENSG00000250062	MAPK10-AS1	lncRNA	4	+	86117912	86219926
ENSG00000252757	RN7SKP96	misc_RNA	4	-	86336318	86336614
ENSG00000266515	MIR4452	miRNA	4	-	86542482	86542552
ENSG00000251379	ENSG00000251379	lncRNA	4	-	15358141	15420032
ENSG00000151834	GABRA2	protein_coding	4	-	46243548	46475230
ENSG00000128050	PAICS	protein_coding	4	+	56435741	56464578
ENSG00000177300	CLDN22	protein_coding	4	-	183318100	183320276
ENSG00000197057	DTHD1	protein_coding	4	+	36281616	36347511
ENSG00000168743	NPNT	protein_coding	4	+	105894775	106004027
ENSG00000053900	ANAPC4	protein_coding	4	+	25377263	25418498
ENSG00000163145	C1QTNF7	protein_coding	4	+	15339818	15446167
ENSG00000164116	GUCY1A1	protein_coding	4	+	155666726	155737059
ENSG00000061918	GUCY1B1	protein_coding	4	+	155758992	155807811
ENSG00000196159	FAT4	protein_coding	4	+	125314918	125492932
ENSG00000206839	RNU6-746P	snRNA	4	+	55294490	55294598
ENSG00000250464	LRRC34P2	processed_pseudogene	4	-	55313011	55313924
ENSG00000251111	FCF1P8	processed_pseudogene	4	-	55351812	55352408
ENSG00000249700	SRD5A3-AS1	lncRNA	4	-	55363971	55395847
ENSG00000134851	TMEM165	protein_coding	4	+	55395957	55453397
ENSG00000239040	Y_RNA	misc_RNA	4	+	55412636	55412738
ENSG00000238585	Y_RNA	misc_RNA	4	-	55501595	55501708
ENSG00000197468	OR7E85BP	unprocessed_pseudogene	4	+	8949630	8950559
ENSG00000249272	UNC93B8	unprocessed_pseudogene	4	+	8959628	8963981
ENSG00000250804	OR7E111FP	unprocessed_pseudogene	4	+	8981436	8982360
ENSG00000249347	VPS51P7	processed_pseudogene	4	+	8990455	8990806
ENSG00000284636	ENSG00000284636	unprocessed_pseudogene	4	+	9000841	9001058
ENSG00000271057	ENSG00000271057	processed_pseudogene	4	-	9020857	9021161
ENSG00000251313	ENSG00000251313	processed_pseudogene	4	+	9030286	9031066
ENSG00000288075	ENSG00000288075	lncRNA	4	-	9034519	9381269
ENSG00000250342	SNRPCP16	processed_pseudogene	4	-	9051842	9052051
ENSG00000287972	ENSG00000287972	lncRNA	4	+	9076949	9092530
ENSG00000249767	ENPP7P10	unprocessed_pseudogene	4	+	9079023	9141608
ENSG00000109654	TRIM2	protein_coding	4	+	153152163	153339319
ENSG00000121211	MND1	protein_coding	4	+	153344649	153415118
ENSG00000248998	EFL1P2	processed_pseudogene	4	-	65142703	65145763
ENSG00000249351	ENSG00000249351	processed_pseudogene	4	+	65216616	65217433
ENSG00000285711	LINC02835	lncRNA	4	-	65225867	65241814
ENSG00000243199	RPL6P10	processed_pseudogene	4	+	65573459	65574328
ENSG00000248479	ENSG00000248479	lncRNA	4	+	65702202	65705553
ENSG00000222765	RNU2-40P	snRNA	4	-	65807240	65807435
ENSG00000251527	ENSG00000251527	lncRNA	4	+	65858761	65860204
ENSG00000231841	FAM192BP	processed_pseudogene	4	+	152927446	152928207
ENSG00000249022	ENSG00000249022	lncRNA	4	+	153034211	153091563
ENSG00000243312	RPL6P13	processed_pseudogene	4	+	86870191	86871404
ENSG00000163633	C4orf36	protein_coding	4	-	86876205	86892422
ENSG00000250202	ENSG00000250202	processed_pseudogene	4	+	86876338	86876652
ENSG00000285458	C4orf36	protein_coding	4	-	86886472	86936178
ENSG00000251411	ARPC1AP4	processed_pseudogene	4	-	86913266	86914817
ENSG00000284968	ENSG00000284968	lncRNA	4	-	86924630	86936202
ENSG00000235043	TECRP1	processed_pseudogene	4	-	86949669	86950113
ENSG00000145332	KLHL8	protein_coding	4	-	87160103	87240314
ENSG00000248196	ENSG00000248196	processed_pseudogene	4	+	87166844	87167734
ENSG00000248180	GAPDHP60	processed_pseudogene	4	+	87207092	87208086
ENSG00000250572	ENSG00000250572	lncRNA	4	-	87261931	87266822
ENSG00000263981	MIR5705	miRNA	4	-	87300495	87300583
ENSG00000170509	HSD17B13	protein_coding	4	-	87303789	87322886
ENSG00000255723	ENSG00000255723	lncRNA	4	-	87317170	87345210
ENSG00000198189	HSD17B11	protein_coding	4	-	87336515	87391188
ENSG00000240966	RN7SL681P	misc_RNA	4	-	87386883	87387174
ENSG00000207182	RNU1-44P	snRNA	4	+	146580048	146580210
ENSG00000151615	POU4F2	protein_coding	4	+	146638893	146642474
ENSG00000248764	ENSG00000248764	lncRNA	4	+	146934001	146945471
ENSG00000248346	ENSG00000248346	lncRNA	4	+	146957438	146975457
ENSG00000260090	ENSG00000260090	lncRNA	4	+	147005492	147009145
ENSG00000279376	ENSG00000279376	TEC	4	+	147025914	147030072
ENSG00000223569	USP17L15	protein_coding	4	+	9234385	9236046
ENSG00000207171	ENSG00000207171	snoRNA	4	+	168471409	168471539
ENSG00000229226	BTF3L4P4	processed_pseudogene	4	-	168598240	168598757
ENSG00000249623	PALLD-AS1	lncRNA	4	-	168647896	168648587
ENSG00000198515	CNGA1	protein_coding	4	-	47935977	48016681
ENSG00000200998	Y_RNA	misc_RNA	4	-	78632273	78632385
ENSG00000251019	HIGD1AP13	processed_pseudogene	4	-	78648954	78649242
ENSG00000287632	ENSG00000287632	lncRNA	4	-	78669690	78691671
ENSG00000239793	ENSG00000239793	processed_pseudogene	4	+	78768499	78768750
ENSG00000260278	BMP2K-DT	lncRNA	4	-	78773654	78775973
ENSG00000266270	ENSG00000266270	miRNA	4	+	78820752	78820821
ENSG00000163291	PAQR3	protein_coding	4	-	78887127	78939438
ENSG00000242175	RN7SL127P	misc_RNA	4	+	78898855	78899154
ENSG00000254233	LINC02365	lncRNA	4	-	184584093	184625030
ENSG00000164306	PRIMPOL	protein_coding	4	+	184649667	184694963
ENSG00000151725	CENPU	protein_coding	4	-	184694085	184734130
ENSG00000251139	ENSG00000251139	lncRNA	4	+	184813619	184821300
ENSG00000286256	ENSG00000286256	lncRNA	4	+	184826607	184850920
ENSG00000266698	MIR3945	miRNA	4	-	184851013	184851110
