Gene	Name	Type	Chr	Start	End
gene:Solyc01g088640.3	gene:Solyc01g088640.3	protein_coding	1	83276022	83282940
gene:Solyc01g088650.3	gene:Solyc01g088650.3	protein_coding	1	83285076	83289591
gene:Solyc01g088660.3	gene:Solyc01g088660.3	protein_coding	1	83297043	83298138
gene:Solyc01g088670.2	gene:Solyc01g088670.2	protein_coding	1	83303190	83306704
gene:Solyc01g088690.3	gene:Solyc01g088690.3	protein_coding	1	83303953	83313522
gene:Solyc01g088695.1	gene:Solyc01g088695.1	protein_coding	1	83306851	83308023
gene:Solyc01g088680.3	gene:Solyc01g088680.3	protein_coding	1	83308354	83313522
gene:Solyc01g088700.3	gene:Solyc01g088700.3	protein_coding	1	83319374	83327434
gene:Solyc01g088710.3	gene:Solyc01g088710.3	protein_coding	1	83341251	83347870
gene:Solyc01g088720.3	gene:Solyc01g088720.3	protein_coding	1	83352276	83371491
gene:Solyc01g088730.3	gene:Solyc01g088730.3	protein_coding	1	83369540	83373965
gene:Solyc01g088740.3	gene:Solyc01g088740.3	protein_coding	1	83376475	83382810
gene:Solyc01g088750.3	gene:Solyc01g088750.3	protein_coding	1	83387552	83389516
gene:Solyc01g088760.3	gene:Solyc01g088760.3	protein_coding	1	83390261	83395093
gene:Solyc01g088770.3	gene:Solyc01g088770.3	protein_coding	1	83392723	83394716
gene:Solyc01g088800.3	gene:Solyc01g088800.3	protein_coding	1	83396737	83414483
gene:Solyc01g088810.3	gene:Solyc01g088810.3	protein_coding	1	83416773	83419192
gene:Solyc01g088820.2	gene:Solyc01g088820.2	protein_coding	1	83420740	83422000
gene:Solyc01g088830.2	gene:Solyc01g088830.2	protein_coding	1	83426251	83427834
gene:Solyc01g089840.2	gene:Solyc01g089840.2	protein_coding	1	83445303	83446012
gene:Solyc01g089850.3	gene:Solyc01g089850.3	protein_coding	1	83448980	83451559
gene:Solyc01g089855.1	gene:Solyc01g089855.1	protein_coding	1	83468236	83469856
gene:Solyc01g089870.3	gene:Solyc01g089870.3	protein_coding	1	83470573	83473377
gene:Solyc01g089880.3	gene:Solyc01g089880.3	protein_coding	1	83474399	83475141
gene:Solyc01g089890.3	gene:Solyc01g089890.3	protein_coding	1	83476068	83476834
gene:Solyc01g089900.3	gene:Solyc01g089900.3	protein_coding	1	83477429	83478426
gene:Solyc01g089903.1	gene:Solyc01g089903.1	protein_coding	1	83479811	83485570
gene:Solyc01g089907.1	gene:Solyc01g089907.1	protein_coding	1	83492164	83493671
gene:Solyc01g089910.3	gene:Solyc01g089910.3	protein_coding	1	83495166	83497816
gene:ENSRNA050029690	gene:ENSRNA050029690	rRNA	1	83499371	83499516
gene:Solyc01g089920.3	gene:Solyc01g089920.3	protein_coding	1	83505275	83509159
gene:Solyc01g089930.2	gene:Solyc01g089930.2	protein_coding	1	83509236	83511011
gene:Solyc01g089940.1	gene:Solyc01g089940.1	protein_coding	1	83518338	83521680
gene:Solyc01g089950.3	gene:Solyc01g089950.3	protein_coding	1	83525198	83528198
gene:Solyc01g089960.3	gene:Solyc01g089960.3	nontranslating_CDS	1	83530181	83535791
gene:Solyc01g089970.3	gene:Solyc01g089970.3	protein_coding	1	83560254	83561548
gene:Solyc01g089980.3	gene:Solyc01g089980.3	protein_coding	1	83562284	83569699
gene:Solyc01g089990.2	gene:Solyc01g089990.2	protein_coding	1	83579047	83585037
gene:Solyc01g090000.1	gene:Solyc01g090000.1	protein_coding	1	83586353	83588119
gene:Solyc01g090010.2	gene:Solyc01g090010.2	protein_coding	1	83591531	83593768
gene:Solyc01g090020.2	gene:Solyc01g090020.2	protein_coding	1	83595066	83596681
gene:Solyc01g090030.2	gene:Solyc01g090030.2	protein_coding	1	83597511	83600500
gene:Solyc01g090040.3	gene:Solyc01g090040.3	protein_coding	1	83601101	83610209
gene:Solyc01g090050.3	gene:Solyc01g090050.3	protein_coding	1	83608413	83615868
gene:Solyc01g090060.1	gene:Solyc01g090060.1	protein_coding	1	83611127	83612236
gene:Solyc01g090080.2	gene:Solyc01g090080.2	protein_coding	1	83616827	83619330
gene:Solyc01g090090.2	gene:Solyc01g090090.2	protein_coding	1	83620119	83622794
gene:Solyc01g090100.2	gene:Solyc01g090100.2	protein_coding	1	83623924	83627161
gene:Solyc01g090110.2	gene:Solyc01g090110.2	protein_coding	1	83630863	83633970
gene:Solyc01g090120.3	gene:Solyc01g090120.3	protein_coding	1	83634612	83635927
gene:Solyc01g090130.2	gene:Solyc01g090130.2	protein_coding	1	83641384	83642192
gene:Solyc01g090135.1	gene:Solyc01g090135.1	protein_coding	1	83646592	83647132
gene:Solyc01g090140.2	gene:Solyc01g090140.2	protein_coding	1	83646800	83657420
gene:Solyc01g090150.1	gene:Solyc01g090150.1	protein_coding	1	83649673	83651587
gene:Solyc01g090160.3	gene:Solyc01g090160.3	protein_coding	1	83665699	83669649
gene:Solyc01g090170.3	gene:Solyc01g090170.3	protein_coding	1	83665699	83681343
gene:Solyc01g090180.3	gene:Solyc01g090180.3	protein_coding	1	83681665	83682483
gene:Solyc01g090190.3	gene:Solyc01g090190.3	protein_coding	1	83682914	83688834
gene:Solyc01g090200.3	gene:Solyc01g090200.3	protein_coding	1	83696465	83728651
gene:Solyc01g090210.3	gene:Solyc01g090210.3	protein_coding	1	83729366	83735149
gene:Solyc01g090220.3	gene:Solyc01g090220.3	protein_coding	1	83731599	83732906
gene:Solyc01g090225.1	gene:Solyc01g090225.1	protein_coding	1	83734120	83744465
gene:Solyc01g090230.3	gene:Solyc01g090230.3	protein_coding	1	83747745	83771740
gene:Solyc01g090260.3	gene:Solyc01g090260.3	protein_coding	1	83783806	83801109
gene:Solyc01g090270.3	gene:Solyc01g090270.3	protein_coding	1	83803704	83809238
gene:Solyc01g090280.3	gene:Solyc01g090280.3	protein_coding	1	83814053	83827184
gene:Solyc01g090290.3	gene:Solyc01g090290.3	protein_coding	1	83827427	83836923
gene:Solyc01g090300.3	gene:Solyc01g090300.3	protein_coding	1	83839127	83848011
gene:Solyc01g090320.3	gene:Solyc01g090320.3	protein_coding	1	83852419	83853066
gene:Solyc01g090340.2	gene:Solyc01g090340.2	nontranslating_CDS	1	83900998	83901985
gene:Solyc01g090350.3	gene:Solyc01g090350.3	protein_coding	1	83930827	83931556
gene:Solyc01g090360.3	gene:Solyc01g090360.3	protein_coding	1	83935727	83936330
gene:Solyc01g090370.2	gene:Solyc01g090370.2	protein_coding	1	83945855	83946554
gene:Solyc01g090380.3	gene:Solyc01g090380.3	protein_coding	1	83955987	83958427
gene:Solyc01g090410.3	gene:Solyc01g090410.3	protein_coding	1	83958620	83970080
gene:Solyc01g090420.3	gene:Solyc01g090420.3	protein_coding	1	83963551	83977686
gene:Solyc01g090425.1	gene:Solyc01g090425.1	protein_coding	1	83980440	83982154
gene:Solyc01g090430.3	gene:Solyc01g090430.3	protein_coding	1	83996207	84001184
gene:Solyc01g090440.2	gene:Solyc01g090440.2	protein_coding	1	84001770	84004825
gene:Solyc01g090450.3	gene:Solyc01g090450.3	protein_coding	1	84005936	84011306
gene:Solyc01g090460.3	gene:Solyc01g090460.3	protein_coding	1	84012412	84014574
gene:Solyc01g090465.1	gene:Solyc01g090465.1	protein_coding	1	84018207	84018941
gene:Solyc01g090470.3	gene:Solyc01g090470.3	protein_coding	1	84027930	84035267
gene:Solyc01g090480.3	gene:Solyc01g090480.3	protein_coding	1	84035061	84041717
gene:Solyc01g090500.3	gene:Solyc01g090500.3	protein_coding	1	84042409	84051267
gene:Solyc01g090510.2	gene:Solyc01g090510.2	protein_coding	1	84052618	84054755
gene:Solyc01g090515.1	gene:Solyc01g090515.1	protein_coding	1	84054889	84056096
gene:Solyc01g090520.3	gene:Solyc01g090520.3	protein_coding	1	84058024	84058790
gene:Solyc01g090530.2	gene:Solyc01g090530.2	protein_coding	1	84070371	84074241
gene:Solyc01g090540.1	gene:Solyc01g090540.1	protein_coding	1	84077146	84077952
gene:Solyc01g090550.3	gene:Solyc01g090550.3	protein_coding	1	84080393	84086852
gene:Solyc01g090560.3	gene:Solyc01g090560.3	protein_coding	1	84103764	84104588
gene:Solyc01g090590.3	gene:Solyc01g090590.3	protein_coding	1	84134963	84142352
gene:Solyc01g090600.3	gene:Solyc01g090600.3	protein_coding	1	84144327	84146352
gene:Solyc01g090610.3	gene:Solyc01g090610.3	protein_coding	1	84149864	84151694
gene:Solyc01g090630.3	gene:Solyc01g090630.3	protein_coding	1	84158429	84161142
gene:Solyc01g090640.3	gene:Solyc01g090640.3	protein_coding	1	84158429	84174203
gene:Solyc01g090645.1	gene:Solyc01g090645.1	protein_coding	1	84164448	84174203
gene:Solyc01g090660.3	gene:Solyc01g090660.3	nontranslating_CDS	1	84183230	84187257
gene:Solyc01g090670.3	gene:Solyc01g090670.3	protein_coding	1	84190726	84202585
gene:Solyc01g090680.3	gene:Solyc01g090680.3	protein_coding	1	84200995	84203791
gene:Solyc01g090690.3	gene:Solyc01g090690.3	protein_coding	1	84202680	84213507
gene:Solyc01g090700.3	gene:Solyc01g090700.3	protein_coding	1	84213891	84222407
gene:Solyc01g090710.3	gene:Solyc01g090710.3	nontranslating_CDS	1	84224862	84228146
gene:Solyc01g090720.3	gene:Solyc01g090720.3	protein_coding	1	84229367	84234214
gene:Solyc01g090730.3	gene:Solyc01g090730.3	protein_coding	1	84243485	84247359
gene:Solyc01g090740.3	gene:Solyc01g090740.3	protein_coding	1	84255190	84257529
gene:Solyc01g090750.3	gene:Solyc01g090750.3	protein_coding	1	84277348	84286972
gene:Solyc01g090760.3	gene:Solyc01g090760.3	protein_coding	1	84294327	84295390
gene:Solyc01g090770.3	gene:Solyc01g090770.3	protein_coding	1	84296503	84304043
gene:Solyc01g090780.3	gene:Solyc01g090780.3	protein_coding	1	84308652	84333913
gene:Solyc01g090790.3	gene:Solyc01g090790.3	protein_coding	1	84342901	84347710
gene:Solyc01g090795.1	gene:Solyc01g090795.1	protein_coding	1	84366291	84368580
gene:Solyc01g090800.3	gene:Solyc01g090800.3	protein_coding	1	84383736	84387288
gene:Solyc01g090810.3	gene:Solyc01g090810.3	protein_coding	1	84396522	84403070
gene:Solyc01g090830.2	gene:Solyc01g090830.2	protein_coding	1	84405913	84407598
gene:Solyc01g090840.3	gene:Solyc01g090840.3	protein_coding	1	84418644	84420690
gene:Solyc01g090850.3	gene:Solyc01g090850.3	protein_coding	1	84432763	84441846
gene:Solyc01g090860.3	gene:Solyc01g090860.3	protein_coding	1	84444690	84463233
gene:Solyc01g090880.3	gene:Solyc01g090880.3	protein_coding	1	84464163	84468260
gene:Solyc01g090870.1	gene:Solyc01g090870.1	protein_coding	1	84464671	84465195
gene:Solyc01g090890.3	gene:Solyc01g090890.3	protein_coding	1	84470111	84472549
gene:Solyc01g090900.3	gene:Solyc01g090900.3	protein_coding	1	84486368	84490507
gene:Solyc01g090920.3	gene:Solyc01g090920.3	protein_coding	1	84488575	84501286
gene:Solyc01g090925.1	gene:Solyc01g090925.1	protein_coding	1	84490391	84492137
gene:Solyc01g090910.3	gene:Solyc01g090910.3	protein_coding	1	84492321	84497495
gene:Solyc01g090940.3	gene:Solyc01g090940.3	protein_coding	1	84505314	84516166
gene:Solyc01g090950.3	gene:Solyc01g090950.3	protein_coding	1	84531714	84541050
gene:Solyc01g090960.2	gene:Solyc01g090960.2	protein_coding	1	84548508	84551424
gene:Solyc01g090970.3	gene:Solyc01g090970.3	protein_coding	1	84552110	84552478
gene:Solyc01g090980.1	gene:Solyc01g090980.1	protein_coding	1	84553407	84553976
gene:Solyc01g090990.3	gene:Solyc01g090990.3	protein_coding	1	84556697	84563336
gene:Solyc01g091000.3	gene:Solyc01g091000.3	protein_coding	1	84576613	84579604
gene:Solyc01g091010.3	gene:Solyc01g091010.3	protein_coding	1	84589955	84593708
gene:Solyc01g091020.3	gene:Solyc01g091020.3	protein_coding	1	84600400	84609114
gene:Solyc01g091030.3	gene:Solyc01g091030.3	protein_coding	1	84622757	84623236
gene:Solyc01g091040.3	gene:Solyc01g091040.3	protein_coding	1	84636225	84639980
gene:Solyc01g091050.3	gene:Solyc01g091050.3	protein_coding	1	84642836	84645695
gene:Solyc01g091070.3	gene:Solyc01g091070.3	protein_coding	1	84661062	84675504
gene:Solyc01g091080.3	gene:Solyc01g091080.3	protein_coding	1	84674135	84682265
gene:Solyc01g091090.3	gene:Solyc01g091090.3	protein_coding	1	84682698	84688407
gene:Solyc01g091100.2	gene:Solyc01g091100.2	protein_coding	1	84690192	84691079
gene:Solyc01g091110.2	gene:Solyc01g091110.2	protein_coding	1	84697808	84698557
gene:Solyc01g091120.3	gene:Solyc01g091120.3	protein_coding	1	84700254	84708730
gene:Solyc01g091130.3	gene:Solyc01g091130.3	protein_coding	1	84710295	84714218
gene:Solyc01g091140.3	gene:Solyc01g091140.3	protein_coding	1	84718578	84719738
gene:Solyc01g091145.1	gene:Solyc01g091145.1	protein_coding	1	84720462	84723895
gene:Solyc01g091160.3	gene:Solyc01g091160.3	protein_coding	1	84726869	84740661
gene:Solyc01g091165.1	gene:Solyc01g091165.1	protein_coding	1	84740123	84741005
gene:Solyc01g091180.3	gene:Solyc01g091180.3	protein_coding	1	84741470	84743903
gene:Solyc01g091190.3	gene:Solyc01g091190.3	protein_coding	1	84751008	84757878
gene:Solyc01g091200.3	gene:Solyc01g091200.3	protein_coding	1	84762336	84764871
gene:Solyc01g091210.3	gene:Solyc01g091210.3	protein_coding	1	84766999	84772551
gene:Solyc01g091220.3	gene:Solyc01g091220.3	protein_coding	1	84773603	84775594
gene:Solyc01g091230.3	gene:Solyc01g091230.3	protein_coding	1	84781639	84784938
gene:Solyc01g091240.3	gene:Solyc01g091240.3	protein_coding	1	84786477	84788461
gene:Solyc01g091250.3	gene:Solyc01g091250.3	protein_coding	1	84792148	84793585
gene:Solyc01g091260.3	gene:Solyc01g091260.3	protein_coding	1	84796696	84804327
gene:Solyc01g091280.3	gene:Solyc01g091280.3	protein_coding	1	84805022	84810648
gene:Solyc01g091290.3	gene:Solyc01g091290.3	protein_coding	1	84813529	84816409
gene:Solyc01g091300.3	gene:Solyc01g091300.3	protein_coding	1	84817590	84823849
gene:Solyc01g091310.3	gene:Solyc01g091310.3	protein_coding	1	84825741	84835598
gene:Solyc01g091320.3	gene:Solyc01g091320.3	protein_coding	1	84836299	84839609
gene:Solyc01g091330.3	gene:Solyc01g091330.3	protein_coding	1	84851863	84857916
gene:Solyc01g091340.3	gene:Solyc01g091340.3	protein_coding	1	84858730	84866661
gene:Solyc01g091350.3	gene:Solyc01g091350.3	protein_coding	1	84865594	84873541
gene:Solyc01g091360.3	gene:Solyc01g091360.3	protein_coding	1	84874869	84878357
gene:Solyc01g091370.3	gene:Solyc01g091370.3	protein_coding	1	84878231	84882234
gene:Solyc01g091380.3	gene:Solyc01g091380.3	protein_coding	1	84883079	84898148
gene:Solyc01g091385.1	gene:Solyc01g091385.1	protein_coding	1	84891853	84901424
gene:Solyc01g091400.3	gene:Solyc01g091400.3	protein_coding	1	84907819	84912068
gene:Solyc01g091410.3	gene:Solyc01g091410.3	protein_coding	1	84913195	84914774
gene:Solyc01g091420.2	gene:Solyc01g091420.2	protein_coding	1	84924902	84929440
gene:Solyc01g091430.2	gene:Solyc01g091430.2	protein_coding	1	84931355	84932973
gene:Solyc01g091435.1	gene:Solyc01g091435.1	protein_coding	1	84933087	84934427
gene:Solyc01g091450.3	gene:Solyc01g091450.3	protein_coding	1	84935321	84941274
gene:Solyc01g091455.1	gene:Solyc01g091455.1	protein_coding	1	84943107	84943526
gene:Solyc01g091460.3	gene:Solyc01g091460.3	protein_coding	1	84943233	84957729
gene:Solyc01g091465.1	gene:Solyc01g091465.1	protein_coding	1	84958821	84959396
gene:Solyc01g091470.3	gene:Solyc01g091470.3	protein_coding	1	84975515	84978670
gene:Solyc01g091480.3	gene:Solyc01g091480.3	protein_coding	1	84981981	84992580
gene:Solyc01g091490.3	gene:Solyc01g091490.3	protein_coding	1	84995182	84996727
gene:Solyc01g091500.3	gene:Solyc01g091500.3	protein_coding	1	84998738	85016596
gene:Solyc01g091520.3	gene:Solyc01g091520.3	protein_coding	1	85019469	85020215
gene:Solyc01g091530.3	gene:Solyc01g091530.3	protein_coding	1	85023730	85025737
gene:Solyc01g091540.2	gene:Solyc01g091540.2	protein_coding	1	85031773	85035054
gene:ENSRNA050028622	gene:ENSRNA050028622	tRNA	1	85036767	85036840
gene:Solyc01g091550.3	gene:Solyc01g091550.3	protein_coding	1	85041756	85044839
gene:Solyc01g091560.2	gene:Solyc01g091560.2	protein_coding	1	85045237	85046431
gene:Solyc01g091570.3	gene:Solyc01g091570.3	protein_coding	1	85047272	85049049
gene:Solyc01g091580.3	gene:Solyc01g091580.3	protein_coding	1	85047373	85054401
gene:Solyc01g091585.1	gene:Solyc01g091585.1	protein_coding	1	85047501	85049491
gene:Solyc01g091590.3	gene:Solyc01g091590.3	protein_coding	1	85058373	85059155
gene:Solyc01g091600.3	gene:Solyc01g091600.3	protein_coding	1	85058373	85064242
gene:Solyc01g091610.1	gene:Solyc01g091610.1	protein_coding	1	85067155	85071831
gene:Solyc01g091620.3	gene:Solyc01g091620.3	protein_coding	1	85072388	85076647
gene:Solyc01g091630.3	gene:Solyc01g091630.3	protein_coding	1	85096458	85102591
gene:Solyc01g091640.3	gene:Solyc01g091640.3	protein_coding	1	85108404	85118345
gene:Solyc01g091650.3	gene:Solyc01g091650.3	protein_coding	1	85119407	85124563
gene:Solyc01g091655.1	gene:Solyc01g091655.1	protein_coding	1	85128384	85128878
gene:Solyc01g091660.3	gene:Solyc01g091660.3	protein_coding	1	85130865	85132216
gene:Solyc01g091670.3	gene:Solyc01g091670.3	protein_coding	1	85138988	85140678
gene:Solyc01g091690.3	gene:Solyc01g091690.3	protein_coding	1	85145598	85150533
gene:Solyc01g091700.3	gene:Solyc01g091700.3	protein_coding	1	85173585	85175504
gene:Solyc01g091705.1	gene:Solyc01g091705.1	protein_coding	1	85176987	85178485
gene:Solyc01g091710.3	gene:Solyc01g091710.3	protein_coding	1	85182314	85187260
gene:Solyc01g091715.1	gene:Solyc01g091715.1	protein_coding	1	85188131	85189057
gene:Solyc01g091720.3	gene:Solyc01g091720.3	protein_coding	1	85190353	85198002
gene:Solyc01g091730.3	gene:Solyc01g091730.3	protein_coding	1	85193005	85197953
gene:Solyc01g091740.3	gene:Solyc01g091740.3	protein_coding	1	85200372	85204194
gene:Solyc01g091750.3	gene:Solyc01g091750.3	protein_coding	1	85210458	85215645
gene:Solyc01g091760.2	gene:Solyc01g091760.2	protein_coding	1	85216621	85217581
gene:Solyc01g091770.3	gene:Solyc01g091770.3	protein_coding	1	85222022	85225570
gene:Solyc01g091780.3	gene:Solyc01g091780.3	protein_coding	1	85228439	85232271
gene:Solyc01g091800.3	gene:Solyc01g091800.3	protein_coding	1	85233903	85240379
gene:Solyc01g091810.1	gene:Solyc01g091810.1	protein_coding	1	85240670	85243113
gene:Solyc01g091820.3	gene:Solyc01g091820.3	protein_coding	1	85244267	85250338
gene:Solyc01g091830.3	gene:Solyc01g091830.3	protein_coding	1	85257042	85259462
gene:Solyc01g091840.3	gene:Solyc01g091840.3	protein_coding	1	85266973	85270592
gene:Solyc01g091850.3	gene:Solyc01g091850.3	protein_coding	1	85271194	85276580
gene:Solyc01g091860.3	gene:Solyc01g091860.3	protein_coding	1	85271194	85279614
gene:Solyc01g091870.3	gene:Solyc01g091870.3	protein_coding	1	85284503	85301327
gene:Solyc01g091890.3	gene:Solyc01g091890.3	protein_coding	1	85302039	85304807
gene:Solyc01g091900.3	gene:Solyc01g091900.3	protein_coding	1	85305992	85312478
gene:Solyc01g091910.3	gene:Solyc01g091910.3	protein_coding	1	85312254	85326068
gene:Solyc01g091920.3	gene:Solyc01g091920.3	protein_coding	1	85328977	85344333
gene:Solyc01g091940.3	gene:Solyc01g091940.3	protein_coding	1	85346155	85350308
gene:Solyc01g091950.3	gene:Solyc01g091950.3	protein_coding	1	85356995	85373249
gene:Solyc01g093960.3	gene:Solyc01g093960.3	protein_coding	1	85407387	85416661
gene:Solyc01g093965.1	gene:Solyc01g093965.1	protein_coding	1	85407505	85409525
gene:Solyc01g093970.3	gene:Solyc01g093970.3	protein_coding	1	85422812	85433730
gene:Solyc01g093975.1	gene:Solyc01g093975.1	protein_coding	1	85439034	85439715
gene:Solyc01g093990.3	gene:Solyc01g093990.3	protein_coding	1	85443125	85445217
gene:Solyc01g094000.3	gene:Solyc01g094000.3	protein_coding	1	85445934	85456728
gene:Solyc01g094010.3	gene:Solyc01g094010.3	protein_coding	1	85458496	85460479
gene:Solyc01g094020.3	gene:Solyc01g094020.3	protein_coding	1	85465954	85468008
gene:Solyc01g094030.3	gene:Solyc01g094030.3	protein_coding	1	85472866	85485876
gene:Solyc01g094040.3	gene:Solyc01g094040.3	protein_coding	1	85487166	85489626
gene:Solyc01g094060.3	gene:Solyc01g094060.3	protein_coding	1	85493740	85530759
gene:Solyc01g094070.3	gene:Solyc01g094070.3	protein_coding	1	85533286	85535054
gene:Solyc01g094080.3	gene:Solyc01g094080.3	protein_coding	1	85533906	85537783
gene:Solyc01g094085.1	gene:Solyc01g094085.1	protein_coding	1	85535106	85537572
gene:Solyc01g094090.3	gene:Solyc01g094090.3	protein_coding	1	85548031	85554104
gene:Solyc01g094140.3	gene:Solyc01g094140.3	protein_coding	1	85555523	85572407
gene:Solyc01g094150.3	gene:Solyc01g094150.3	protein_coding	1	85572849	85583132
gene:Solyc01g094160.1	gene:Solyc01g094160.1	protein_coding	1	85590370	85590783
gene:Solyc01g094170.3	gene:Solyc01g094170.3	protein_coding	1	85616616	85622084
gene:Solyc01g094180.3	gene:Solyc01g094180.3	protein_coding	1	85624251	85626767
gene:Solyc01g094190.3	gene:Solyc01g094190.3	protein_coding	1	85628027	85632350
gene:Solyc01g094200.3	gene:Solyc01g094200.3	protein_coding	1	85635526	85646319
gene:Solyc01g094220.3	gene:Solyc01g094220.3	protein_coding	1	85646765	85657261
gene:Solyc01g094230.3	gene:Solyc01g094230.3	protein_coding	1	85657984	85665420
gene:Solyc01g094233.1	gene:Solyc01g094233.1	protein_coding	1	85662423	85664773
gene:Solyc01g094237.1	gene:Solyc01g094237.1	protein_coding	1	85665659	85689159
gene:Solyc01g094280.3	gene:Solyc01g094280.3	protein_coding	1	85690855	85694355
gene:Solyc01g094290.3	gene:Solyc01g094290.3	protein_coding	1	85695186	85705934
gene:Solyc01g094300.1	gene:Solyc01g094300.1	protein_coding	1	85707657	85708426
gene:Solyc01g094310.1	gene:Solyc01g094310.1	protein_coding	1	85708485	85708760
gene:Solyc01g094315.1	gene:Solyc01g094315.1	protein_coding	1	85715574	85717636
gene:Solyc01g094330.3	gene:Solyc01g094330.3	protein_coding	1	85719790	85727615
gene:Solyc01g094350.3	gene:Solyc01g094350.3	protein_coding	1	85731057	85747802
gene:Solyc01g094360.3	gene:Solyc01g094360.3	protein_coding	1	85753346	85757660
gene:Solyc01g094370.3	gene:Solyc01g094370.3	protein_coding	1	85755005	85759703
gene:Solyc01g094380.2	gene:Solyc01g094380.2	protein_coding	1	85768260	85772924
gene:Solyc01g094390.2	gene:Solyc01g094390.2	protein_coding	1	85774068	85776142
gene:Solyc01g094400.3	gene:Solyc01g094400.3	protein_coding	1	85776843	85778518
gene:Solyc01g094410.3	gene:Solyc01g094410.3	protein_coding	1	85784997	85789865
gene:Solyc01g094420.3	gene:Solyc01g094420.3	protein_coding	1	85792135	85796118
gene:Solyc01g094460.3	gene:Solyc01g094460.3	protein_coding	1	85795258	85810176
gene:Solyc01g094430.1	gene:Solyc01g094430.1	protein_coding	1	85796460	85797026
gene:Solyc01g094470.3	gene:Solyc01g094470.3	protein_coding	1	85811319	85813066
gene:Solyc01g094480.3	gene:Solyc01g094480.3	protein_coding	1	85814950	85822978
gene:Solyc01g094485.1	gene:Solyc01g094485.1	protein_coding	1	85823830	85824588
gene:Solyc01g094500.3	gene:Solyc01g094500.3	protein_coding	1	85825150	85829717
gene:ENSRNA050028672	gene:ENSRNA050028672	tRNA	1	85830073	85830146
gene:Solyc01g094510.2	gene:Solyc01g094510.2	protein_coding	1	85831399	85833647
gene:Solyc01g094520.3	gene:Solyc01g094520.3	protein_coding	1	85832778	85835501
gene:Solyc01g094530.3	gene:Solyc01g094530.3	protein_coding	1	85837298	85847022
gene:Solyc01g094540.3	gene:Solyc01g094540.3	protein_coding	1	85847368	85848298
gene:Solyc01g094550.3	gene:Solyc01g094550.3	protein_coding	1	85850994	85863805
gene:Solyc01g094560.3	gene:Solyc01g094560.3	protein_coding	1	85862988	85865354
gene:Solyc01g094570.3	gene:Solyc01g094570.3	protein_coding	1	85867038	85873728
gene:Solyc01g094580.3	gene:Solyc01g094580.3	protein_coding	1	85872993	85881792
gene:Solyc01g094585.1	gene:Solyc01g094585.1	protein_coding	1	85881243	85882438
gene:Solyc01g094590.3	gene:Solyc01g094590.3	protein_coding	1	85895665	85900396
gene:Solyc01g094600.2	gene:Solyc01g094600.2	protein_coding	1	85900606	85902499
gene:Solyc01g094610.3	gene:Solyc01g094610.3	protein_coding	1	85906590	85908554
gene:Solyc01g094620.3	gene:Solyc01g094620.3	protein_coding	1	85908953	85927592
gene:Solyc01g094625.1	gene:Solyc01g094625.1	protein_coding	1	85924208	85927052
gene:Solyc01g094630.3	gene:Solyc01g094630.3	protein_coding	1	85939172	85956590
gene:Solyc01g094640.3	gene:Solyc01g094640.3	protein_coding	1	85950422	85958267
gene:Solyc01g094650.3	gene:Solyc01g094650.3	protein_coding	1	85966833	85970015
gene:Solyc01g094655.1	gene:Solyc01g094655.1	protein_coding	1	85971733	85974085
gene:Solyc01g094660.3	gene:Solyc01g094660.3	protein_coding	1	85978650	85990342
gene:Solyc01g094670.3	gene:Solyc01g094670.3	protein_coding	1	85988301	85991165
gene:Solyc01g094680.3	gene:Solyc01g094680.3	protein_coding	1	85997161	86009470
gene:Solyc01g094690.3	gene:Solyc01g094690.3	protein_coding	1	86011826	86014616
gene:Solyc01g094700.3	gene:Solyc01g094700.3	protein_coding	1	86019978	86022925
gene:Solyc01g094710.2	gene:Solyc01g094710.2	nontranslating_CDS	1	86025722	86026922
gene:Solyc01g094720.3	gene:Solyc01g094720.3	protein_coding	1	86027655	86034125
gene:Solyc01g094725.1	gene:Solyc01g094725.1	protein_coding	1	86040083	86046248
gene:Solyc01g094750.3	gene:Solyc01g094750.3	protein_coding	1	86048316	86049896
gene:Solyc01g094760.3	gene:Solyc01g094760.3	protein_coding	1	86052793	86056710
gene:Solyc01g094770.3	gene:Solyc01g094770.3	protein_coding	1	86057342	86062475
gene:Solyc01g094780.3	gene:Solyc01g094780.3	protein_coding	1	86064158	86067009
gene:Solyc01g094790.3	gene:Solyc01g094790.3	protein_coding	1	86071125	86074417
gene:ENSRNA050028624	gene:ENSRNA050028624	tRNA	1	86074276	86074361
gene:Solyc01g094800.3	gene:Solyc01g094800.3	protein_coding	1	86082930	86095277
gene:Solyc01g094810.3	gene:Solyc01g094810.3	protein_coding	1	86093394	86106957
gene:Solyc01g094830.3	gene:Solyc01g094830.3	protein_coding	1	86115323	86117901
gene:Solyc01g094835.1	gene:Solyc01g094835.1	protein_coding	1	86119625	86122311
gene:Solyc01g094840.3	gene:Solyc01g094840.3	protein_coding	1	86124623	86129321
gene:ENSRNA050028670	gene:ENSRNA050028670	tRNA	1	86128675	86128748
gene:Solyc01g094860.3	gene:Solyc01g094860.3	protein_coding	1	86130918	86142188
gene:Solyc01g094850.2	gene:Solyc01g094850.2	protein_coding	1	86131368	86133014
gene:Solyc01g094870.2	gene:Solyc01g094870.2	protein_coding	1	86146195	86149449
gene:Solyc01g094880.3	gene:Solyc01g094880.3	protein_coding	1	86151183	86168934
