Gene	Name	Type	Chr	Start	End
gene:AT1G32127	AT1G32127-202	protein_coding	1	11556744	11558702
gene:AT1G32130	IWS1-201	protein_coding	1	11558755	11561899
gene:AT1G32130	IWS1-202	protein_coding	1	11558861	11561920
gene:AT1G32140	AT1G32140-201	protein_coding	1	11562742	11564833
gene:AT1G32150	bZIP68-201	protein_coding	1	11565494	11568645
gene:AT1G32160	AT1G32160-201	protein_coding	1	11568654	11570438
gene:AT1G32170	XTH30-201	protein_coding	1	11575320	11578030
gene:AT1G32172	AT1G32172-201	ncRNA	1	11578506	11580547
gene:AT1G32180	CSLD6-201	protein_coding	1	11586391	11589651
gene:AT1G32180	CSLD6-202	protein_coding	1	11586516	11590035
gene:AT1G32190	AT1G32190-201	protein_coding	1	11592927	11596056
gene:AT1G32190	AT1G32190-202	protein_coding	1	11592955	11595982
gene:AT1G06527	AT1G06527-201	lncRNA	1	11598339	11598718
gene:AT1G06533	AT1G06533-201	lncRNA	1	11601121	11601334
gene:AT1G32200	ATS1-202	protein_coding	1	11601671	11605174
gene:AT1G32200	ATS1-201	protein_coding	1	11601671	11605174
gene:AT1G32210	ATDAD1-201	protein_coding	1	11605606	11607777
gene:AT1G32210	ATDAD1-202	protein_coding	1	11605652	11607866
gene:AT1G32220	AT1G32220-201	protein_coding	1	11607854	11609968
gene:AT1G32225	AT1G32225-201	protein_coding	1	11610114	11610625
gene:AT1G32230	RCD1-201	protein_coding	1	11611891	11616218
gene:AT1G32230	RCD1-202	protein_coding	1	11611928	11616218
gene:AT1G32230	RCD1-203	protein_coding	1	11611997	11616218
gene:AT1G32230	RCD1-204	protein_coding	1	11611998	11617419
gene:AT1G32230	RCD1-205	protein_coding	1	11612118	11616218
gene:AT1G32230	RCD1-206	protein_coding	1	11612118	11616218
gene:AT1G32240	KAN2-201	protein_coding	1	11625616	11630745
gene:AT1G32240	KAN2-202	protein_coding	1	11625616	11630745
gene:AT1G32240	KAN2-203	protein_coding	1	11625700	11629573
gene:AT1G32250	AT1G32250-201	protein_coding	1	11639741	11640393
gene:AT1G32260	AT1G32260-201	protein_coding	1	11640558	11641889
gene:AT1G32270	ATSYP24-201	protein_coding	1	11642593	11645202
gene:AT1G32270	ATSYP24-202	protein_coding	1	11642593	11645237
gene:AT1G32280	AT1G32280-201	protein_coding	1	11646189	11647001
gene:AT1G32300	GulLO1-201	protein_coding	1	11651327	11653380
gene:AT1G32310	SAMBA-201	protein_coding	1	11653500	11654833
gene:AT1G32320	MKK10-201	protein_coding	1	11655156	11656073
gene:AT1G32330	HSFA1D-201	protein_coding	1	11656964	11660471
gene:AT1G32330	HSFA1D-202	protein_coding	1	11656986	11660461
gene:AT1G32337	AT1G32337-201	protein_coding	1	11661815	11662122
gene:AT1G32340	NHL8-201	protein_coding	1	11663008	11666120
gene:AT1G32350	AOX1D-201	protein_coding	1	11666886	11668690
gene:AT1G32350	AOX1D-202	protein_coding	1	11666977	11668690
gene:AT1G06537	AT1G06537-201	lncRNA	1	11672237	11672483
gene:AT1G32360	AT1G32360-201	protein_coding	1	11672766	11675387
gene:AT1G32361	ATL1F-201	protein_coding	1	11675531	11676748
gene:AT1G32370	TOM2B-201	protein_coding	1	11676925	11678692
gene:AT1G32370	TOM2B-202	protein_coding	1	11676925	11678692
gene:AT1G32370	TOM2B-203	protein_coding	1	11676945	11678617
gene:AT1G32370	TOM2B-204	protein_coding	1	11676945	11678617
gene:AT1G06543	AT1G06543-201	lncRNA	1	11678679	11678929
gene:AT1G32375	AT1G32375-201	protein_coding	1	11678886	11680839
gene:AT1G32375	AT1G32375-202	protein_coding	1	11679230	11680715
gene:AT1G32380	PRS2-201	protein_coding	1	11681734	11684520
gene:AT1G32380	PRS2-202	protein_coding	1	11681734	11684520
gene:AT1G06547	AT1G06547-201	snoRNA	1	11684910	11684994
gene:AT1G32385	AT1G32385-201	snoRNA	1	11685060	11685144
gene:AT1G06553	AT1G06553-201	snoRNA	1	11685235	11685376
gene:AT1G06557	AT1G06557-201	lncRNA	1	11686328	11686618
gene:AT1G32400	TOM2A-201	protein_coding	1	11689064	11691588
gene:AT1G32400	TOM2A-202	protein_coding	1	11689103	11691465
gene:AT1G32400	TOM2A-203	protein_coding	1	11689106	11691465
gene:AT1G32410	AT1G32410-201	protein_coding	1	11693799	11695566
gene:AT1G32410	AT1G32410-202	protein_coding	1	11693799	11695575
gene:AT1G32410	AT1G32410-203	protein_coding	1	11693828	11695566
gene:AT1G32410	AT1G32410-204	protein_coding	1	11693832	11695566
gene:AT1G32410	AT1G32410-205	protein_coding	1	11693832	11695566
gene:AT1G32415	AT1G32415-201	protein_coding	1	11695596	11697964
gene:AT1G06567	AT1G06567-201	lncRNA	1	11698405	11698857
gene:AT1G32420	AT1G32420-201	protein_coding	1	11701995	11702903
gene:AT1G32430	AT1G32430-201	protein_coding	1	11704932	11706357
gene:AT1G32440	PKp3-201	protein_coding	1	11711944	11715162
gene:AT1G32450	NRT1.5-201	protein_coding	1	11715147	11719988
gene:AT1G32460	AT1G32460-201	protein_coding	1	11738118	11739326
gene:AT1G06573	AT1G06573-201	lncRNA	1	11738297	11739319
gene:AT1G32470	AT1G32470-201	protein_coding	1	11739304	11740399
gene:AT1G32480	IDH-IV-201	protein_coding	1	11741083	11741990
gene:AT1G32490	ESP3-201	protein_coding	1	11742006	11749783
gene:AT1G32490	ESP3-202	protein_coding	1	11742060	11749788
gene:AT1G32500	ABCI7-201	protein_coding	1	11749798	11752190
gene:AT1G32510	NAC011-201	protein_coding	1	11756691	11758118
gene:AT1G32520	AT1G32520-201	protein_coding	1	11758211	11759324
gene:AT1G32530	AT1G32530-201	protein_coding	1	11759427	11762635
gene:AT1G32540	LOL1-201	protein_coding	1	11767485	11770049
gene:AT1G32540	LOL1-202	protein_coding	1	11767485	11770049
gene:AT1G32540	LOL1-203	protein_coding	1	11767485	11770049
gene:AT1G32540	LOL1-204	protein_coding	1	11767485	11770049
gene:AT1G32540	LOL1-205	protein_coding	1	11767485	11770049
gene:AT1G32540	LOL1-206	protein_coding	1	11767502	11769040
gene:AT1G32540	LOL1-207	protein_coding	1	11767504	11769880
gene:AT1G32550	FdC2-201	protein_coding	1	11771621	11774294
gene:AT1G32550	FdC2-202	protein_coding	1	11771969	11774117
gene:AT1G32560	AtLEA4-1-201	protein_coding	1	11774484	11775442
gene:AT1G32570	AT1G32570-201	protein_coding	1	11776765	11777557
gene:AT1G32570	AT1G32570-202	protein_coding	1	11776856	11777557
gene:AT1G06577	AT1G06577-201	lncRNA	1	11778401	11778712
gene:AT1G06583	AT1G06583-201	lncRNA	1	11779272	11779894
gene:AT1G06587	AT1G06587-201	lncRNA	1	11779272	11779894
gene:AT1G32575	AT1G32575-201	protein_coding	1	11780623	11781703
gene:AT1G06593	AT1G06593-201	lncRNA	1	11781460	11781965
gene:AT1G32580	AT1G32580-201	protein_coding	1	11783543	11785704
gene:AT1G32583	AT1G32583-201	protein_coding	1	11785806	11788286
gene:AT1G32582	ath-MIR400-201	miRNA	1	11785936	11786037
gene:AT1G06597	ath-MIR5654-201	miRNA	1	11786292	11786371
gene:AT1G32583	AT1G32583-202	protein_coding	1	11787351	11788286
gene:AT1G32585	AT1G32585-201	protein_coding	1	11788515	11789177
gene:AT1G32600	AT1G32600-201	protein_coding	1	11794802	11795683
gene:AT1G32610	AT1G32610-201	protein_coding	1	11795609	11797141
gene:AT1G32610	AT1G32610-202	protein_coding	1	11795699	11797140
gene:AT1G32610	AT1G32610-203	protein_coding	1	11795699	11797221
gene:AT1G32620	araport11	tRNA	1	11797201	11797285
gene:AT1G32630	AT1G32630-201	protein_coding	1	11797330	11801359
gene:AT1G32630	AT1G32630-202	protein_coding	1	11797335	11798676
gene:AT1G32640	MYC2-201	protein_coding	1	11798119	11801407
gene:AT1G32650	AT1G32650-201	protein_coding	1	11810531	11810724
gene:AT1G32660	AT1G32660-201	protein_coding	1	11811040	11812380
gene:AT1G06603	AT1G06603-201	lncRNA	1	11813292	11813591
gene:AT1G32690	AT1G32690-201	protein_coding	1	11820872	11821824
gene:AT1G32700	AT1G32700-201	protein_coding	1	11827359	11829933
gene:AT1G32700	AT1G32700-202	protein_coding	1	11827467	11829759
gene:AT1G06607	AT1G06607-201	lncRNA	1	11830681	11831444
gene:AT1G32710	AT1G32710-201	protein_coding	1	11833113	11833706
gene:AT1G32713	ath-MIR829-201	miRNA	1	11834022	11834226
gene:AT1G32720	AT1G32720-201	protein_coding	1	11834902	11836631
gene:AT1G32730	AT1G32730-201	protein_coding	1	11840910	11843308
gene:AT1G32740	AT1G32740-201	protein_coding	1	11844660	11846082
gene:AT1G32740	AT1G32740-202	protein_coding	1	11844660	11846347
gene:AT1G32740	AT1G32740-203	protein_coding	1	11844666	11846082
gene:AT1G32740	AT1G32740-204	protein_coding	1	11844988	11846082
gene:AT1G32750	HAF01-201	protein_coding	1	11846247	11856765
gene:AT1G06613	AT1G06613-201	lncRNA	1	11856586	11856943
gene:AT1G32760	AT1G32760-201	protein_coding	1	11858080	11859468
gene:AT1G32763	AT1G32763-201	protein_coding	1	11860407	11860923
gene:AT1G32770	NAC012-201	protein_coding	1	11865229	11867154
gene:AT1G32780	AT1G32780-201	protein_coding	1	11869752	11872926
gene:AT1G06617	AT1G06617-201	lncRNA	1	11873274	11873480
gene:AT1G32790	CID11-201	protein_coding	1	11874508	11877387
gene:AT1G32790	CID11-202	protein_coding	1	11874518	11877549
gene:AT1G32810	AT1G32810-201	protein_coding	1	11881311	11886015
gene:AT1G06623	ath-MIR2933a-201	miRNA	1	11901409	11901520
gene:AT1G32850	UBP11-201	protein_coding	1	11902629	11907049
gene:AT1G32860	AT1G32860-201	protein_coding	1	11907044	11909049
gene:AT1G32870	NAC13-201	protein_coding	1	11911631	11913692
gene:AT1G32870	NAC13-202	protein_coding	1	11911668	11913947
gene:AT1G32870	NAC13-203	protein_coding	1	11911679	11913947
gene:AT1G32880	AT1G32880-201	protein_coding	1	11913928	11914735
gene:AT1G32900	GBSS1-201	protein_coding	1	11920390	11923866
gene:AT1G32910	AT1G32910-201	protein_coding	1	11925320	11927302
gene:AT1G06627	AT1G06627-201	lncRNA	1	11927722	11928216
gene:AT1G06633	AT1G06633-201	lncRNA	1	11927899	11928260
gene:AT1G32920	AT1G32920-201	protein_coding	1	11928757	11929993
gene:AT1G32928	AT1G32928-201	protein_coding	1	11931149	11931801
gene:AT1G32930	AT1G32930-201	protein_coding	1	11931842	11934759
gene:AT1G32940	SBT3.5-201	protein_coding	1	11937183	11941116
gene:AT1G32940	SBT3.5-202	protein_coding	1	11937499	11941102
gene:AT1G32940	SBT3.5-203	protein_coding	1	11937528	11941036
gene:AT1G32940	SBT3.5-204	protein_coding	1	11937595	11941116
gene:AT1G32950	AT1G32950-201	protein_coding	1	11941048	11944760
gene:AT1G32950	AT1G32950-202	protein_coding	1	11941396	11944824
gene:AT1G06637	AT1G06637-201	lncRNA	1	11944775	11944982
gene:AT1G32960	SBT3.3-201	protein_coding	1	11945250	11948650
gene:AT1G32970	AT1G32970-201	protein_coding	1	11948650	11951982
gene:AT1G32975	AT1G32975-201	protein_coding	1	11953089	11953899
gene:AT1G32980	AT1G32980-201	protein_coding	1	11954278	11955362
gene:AT1G32990	PRPL11-201	protein_coding	1	11955656	11957402
gene:AT1G32992	ath-MIR856-201	miRNA	1	11957460	11957730
gene:AT1G33010	AT1G33010-201	protein_coding	1	11959287	11960591
gene:AT1G33020	AT1G33020-201	protein_coding	1	11962746	11964832
gene:AT1G33030	AT1G33030-201	protein_coding	1	11964776	11966280
gene:AT1G33030	AT1G33030-203	protein_coding	1	11964776	11966320
gene:AT1G33030	AT1G33030-202	protein_coding	1	11964776	11966320
gene:AT1G33040	NACA5-201	protein_coding	1	11966423	11967843
gene:AT1G33050	AT1G33050-201	protein_coding	1	11967783	11971072
gene:AT1G33050	AT1G33050-202	protein_coding	1	11967816	11971532
gene:AT1G33050	AT1G33050-203	protein_coding	1	11967827	11971076
gene:AT1G33050	AT1G33050-204	protein_coding	1	11967827	11971532
gene:AT1G33050	AT1G33050-205	protein_coding	1	11967860	11971532
gene:AT1G33050	AT1G33050-206	protein_coding	1	11967862	11971532
gene:AT1G33055	AT1G33055-201	protein_coding	1	11971308	11972580
gene:AT1G33060	NAC014-201	protein_coding	1	11975307	11978622
gene:AT1G33060	NAC014-202	protein_coding	1	11975307	11978622
gene:AT1G33070	AT1G33070-201	protein_coding	1	11982889	11985299
gene:AT1G33080	AT1G33080-201	protein_coding	1	11985650	11990520
gene:AT1G33080	AT1G33080-202	protein_coding	1	11985707	11990507
gene:AT1G33090	AT1G33090-201	protein_coding	1	11993298	11996712
gene:AT1G33100	AT1G33100-201	protein_coding	1	11997500	12001421
gene:AT1G33102	AT1G33102-201	protein_coding	1	12002238	12003005
gene:AT1G33110	AT1G33110-201	protein_coding	1	12004854	12008852
gene:AT1G33110	AT1G33110-202	protein_coding	1	12004927	12008818
gene:AT1G33120	AT1G33120-201	protein_coding	1	12010879	12012547
gene:AT1G06643	ath-MIR5630a-201	miRNA	1	12011152	12011223
gene:AT1G33140	PGY2-201	protein_coding	1	12023225	12024783
gene:AT1G06647	ath-MIR5630a-201	miRNA	1	12023526	12023597
gene:AT1G33170	AT1G33170-201	protein_coding	1	12026936	12030539
gene:AT1G06653	ath-MIR5666-201	miRNA	1	12035047	12035135
gene:AT1G06657	AT1G06657-201	lncRNA	1	12037164	12037441
gene:AT1G06663	AT1G06663-201	lncRNA	1	12037270	12037653
gene:AT1G33220	AT1G33220-201	protein_coding	1	12044872	12045879
gene:AT1G33230	AT1G33230-201	protein_coding	1	12046379	12050066
gene:AT1G33230	AT1G33230-202	protein_coding	1	12046401	12050095
gene:AT1G33240	GTL1-201	protein_coding	1	12051361	12053935
gene:AT1G33240	GTL1-202	protein_coding	1	12051377	12054753
gene:AT1G33240	GTL1-203	protein_coding	1	12051413	12054753
gene:AT1G33250	AT1G33250-201	protein_coding	1	12057198	12059792
gene:AT1G33260	AT1G33260-201	protein_coding	1	12064323	12066454
gene:AT1G33260	AT1G33260-202	protein_coding	1	12064509	12066376
gene:AT1G33265	AT1G33265-201	protein_coding	1	12066595	12068101
gene:AT1G33270	AT1G33270-201	protein_coding	1	12068063	12070455
gene:AT1G33270	AT1G33270-202	protein_coding	1	12068080	12070421
gene:AT1G33280	NAC015-201	protein_coding	1	12072611	12073965
gene:AT1G33290	AT1G33290-201	protein_coding	1	12074099	12076289
gene:AT1G33290	AT1G33290-202	protein_coding	1	12074110	12076101
gene:AT1G33290	AT1G33290-203	protein_coding	1	12074289	12076162
gene:AT1G33320	AT1G33320-201	protein_coding	1	12081009	12083619
gene:AT1G33320	AT1G33320-202	protein_coding	1	12081045	12083539
gene:AT1G33320	AT1G33320-203	protein_coding	1	12081265	12083539
gene:AT1G06667	AT1G06667-201	snoRNA	1	12083969	12084054
gene:AT1G33330	AT1G33330-201	protein_coding	1	12084914	12086880
gene:AT1G33330	AT1G33330-202	protein_coding	1	12084951	12086554
gene:AT1G33330	AT1G33330-203	protein_coding	1	12084951	12086883
gene:AT1G33340	AT1G33340-201	protein_coding	1	12087196	12088999
gene:AT1G33350	AT1G33350-201	protein_coding	1	12089249	12091687
gene:AT1G33350	AT1G33350-202	protein_coding	1	12089318	12091743
gene:AT1G33355	AT1G33355-201	protein_coding	1	12089635	12089662
gene:AT1G33360	AT1G33360-201	protein_coding	1	12091780	12096486
gene:AT1G06673	AT1G06673-201	snoRNA	1	12097190	12097275
gene:AT1G33370	AT1G33370.1.exon1	tRNA	1	12097279	12097347
gene:AT1G33390	FAS4-201	protein_coding	1	12099482	12104660
gene:AT1G33390	FAS4-202	protein_coding	1	12099482	12104680
gene:AT1G33400	TPR9-202	protein_coding	1	12104708	12109531
gene:AT1G33400	TPR9-201	protein_coding	1	12104708	12109531
gene:AT1G33400	TPR9-203	protein_coding	1	12104784	12109336
gene:AT1G33410	SAR1-202	protein_coding	1	12109561	12118861
gene:AT1G33410	SAR1-201	protein_coding	1	12109561	12118861
gene:AT1G33415	AT1G33415-201	lncRNA	1	12118990	12124001
gene:AT1G33415	AT1G33415-202	lncRNA	1	12118992	12126593
gene:AT1G33415	AT1G33415-203	lncRNA	1	12118994	12123999
gene:AT1G33415	AT1G33415-204	lncRNA	1	12119015	12123896
gene:AT1G33420	AT1G33420-201	protein_coding	1	12120886	12123576
gene:AT1G33420	AT1G33420-202	protein_coding	1	12121063	12122928
gene:AT1G33415	AT1G33415-205	lncRNA	1	12124092	12126651
gene:AT1G33430	AT1G33430-201	protein_coding	1	12124237	12126481
gene:AT1G33430	AT1G33430-202	protein_coding	1	12124363	12126469
gene:AT1G33430	AT1G33430-203	protein_coding	1	12124782	12126052
gene:AT1G33440	AT1G33440-201	protein_coding	1	12127389	12130444
gene:AT1G33470	AT1G33470-201	protein_coding	1	12144440	12147208
gene:AT1G33470	AT1G33470-202	protein_coding	1	12144440	12147208
gene:AT1G33470	AT1G33470-203	protein_coding	1	12144544	12147208
gene:AT1G33475	AT1G33475-201	protein_coding	1	12147188	12148380
gene:AT1G33475	AT1G33475-202	protein_coding	1	12147196	12148249
gene:AT1G33480	AT1G33480-201	protein_coding	1	12148515	12150617
gene:AT1G33490	AT1G33490-201	protein_coding	1	12150674	12152394
gene:AT1G33490	AT1G33490-203	protein_coding	1	12150688	12152460
gene:AT1G33490	AT1G33490-202	protein_coding	1	12150688	12152460
gene:AT1G33500	AT1G33500-202	protein_coding	1	12152519	12154921
gene:AT1G33500	AT1G33500-201	protein_coding	1	12152519	12154921
gene:AT1G33500	AT1G33500-203	protein_coding	1	12152573	12154715
gene:AT1G33520	MOS2-201	protein_coding	1	12157054	12159125
gene:AT1G33530	AT1G33530-201	protein_coding	1	12159884	12161314
gene:AT1G33540	scpl18-201	protein_coding	1	12162112	12164714
gene:AT1G33540	scpl18-202	protein_coding	1	12162112	12164714
gene:AT1G33560	ADR1-201	protein_coding	1	12168768	12172119
gene:AT1G33590	AT1G33590-201	protein_coding	1	12177673	12179628
gene:AT1G33590	AT1G33590-202	protein_coding	1	12177683	12179504
gene:AT1G33590	AT1G33590-203	protein_coding	1	12177702	12179592
gene:AT1G33600	AT1G33600-201	protein_coding	1	12180483	12182600
gene:AT1G33600	AT1G33600-202	protein_coding	1	12180776	12184528
gene:AT1G06677	AT1G06677-201	ncRNA	1	12184200	12184398
gene:AT1G33607	AT1G33607-201	protein_coding	1	12186941	12187423
gene:AT1G33610	AT1G33610-201	protein_coding	1	12188678	12190461
gene:AT1G33612	AT1G33612-201	protein_coding	1	12191133	12193270
gene:AT1G33615	AT1G33615-201	ncRNA	1	12192651	12197020
gene:AT1G33615	AT1G33615-202	ncRNA	1	12193047	12196153
gene:AT1G33615	AT1G33615-203	ncRNA	1	12193047	12196736
gene:AT1G33615	AT1G33615-204	ncRNA	1	12193085	12196469
gene:AT1G33615	AT1G33615-205	ncRNA	1	12193200	12196548
gene:AT1G33615	AT1G33615-206	ncRNA	1	12193202	12196469
gene:AT1G06683	AT1G06683-201	lncRNA	1	12195426	12195676
gene:AT1G33640	AT1G33640-201	protein_coding	1	12195722	12196223
gene:AT1G06687	AT1G06687-201	lncRNA	1	12199359	12199789
gene:AT1G06693	AT1G06693-201	lncRNA	1	12200427	12200747
gene:AT1G33670	AT1G33670-201	protein_coding	1	12201963	12203408
gene:AT1G33680	AT1G33680-201	protein_coding	1	12203945	12208698
gene:AT1G33700	AT1G33700-201	protein_coding	1	12208308	12214182
gene:AT1G33700	AT1G33700-202	protein_coding	1	12208308	12214313
gene:AT1G33700	AT1G33700-203	protein_coding	1	12208853	12214083
gene:AT1G33700	AT1G33700-204	protein_coding	1	12209207	12214249
gene:AT1G06697	AT1G06697-201	lncRNA	1	12217892	12218338
gene:AT1G33710	AT1G33710-201	protein_coding	1	12219657	12220289
gene:AT1G33720	CYP76C6-202	protein_coding	1	12220858	12224108
gene:AT1G33720	CYP76C6-201	protein_coding	1	12220858	12224108
gene:AT1G33720	CYP76C6-203	protein_coding	1	12220858	12224108
gene:AT1G33720	CYP76C6-205	protein_coding	1	12220897	12224000
gene:AT1G33720	CYP76C6-204	protein_coding	1	12220897	12224000
gene:AT1G33730	CYP76C5-201	protein_coding	1	12226852	12228556
gene:AT1G33730	CYP76C5-202	protein_coding	1	12227264	12228460
gene:AT1G06703	AT1G06703-201	lncRNA	1	12232827	12233098
gene:AT1G06707	AT1G06707-201	lncRNA	1	12233006	12233266
gene:AT1G33750	AT1G33750-201	protein_coding	1	12233632	12236576
gene:AT1G33760	AT1G33760-201	protein_coding	1	12237547	12238710
gene:AT1G33770	AT1G33770-201	protein_coding	1	12241614	12245292
gene:AT1G33780	AT1G33780-201	protein_coding	1	12244560	12246231
gene:AT1G33790	AT1G33790-202	protein_coding	1	12256474	12260638
gene:AT1G33790	AT1G33790-201	protein_coding	1	12256474	12260638
gene:AT1G33790	AT1G33790-203	protein_coding	1	12256493	12260616
gene:AT1G33790	AT1G33790-204	protein_coding	1	12256664	12260575
gene:AT1G33790	AT1G33790-205	protein_coding	1	12256664	12260615
gene:AT1G33790	AT1G33790-206	protein_coding	1	12256990	12260615
gene:AT1G33800	GXMT1-201	protein_coding	1	12261165	12262750
gene:AT1G33810	AT1G33810-201	protein_coding	1	12264942	12266920
gene:AT1G33811	AT1G33811-201	protein_coding	1	12267808	12269913
gene:AT1G33820	AT1G33820-201	protein_coding	1	12278438	12279451
gene:AT1G33830	AT1G33830-201	protein_coding	1	12279947	12281406
gene:AT1G33840	AT1G33840-201	protein_coding	1	12283725	12285371
gene:AT1G33840	AT1G33840-202	protein_coding	1	12284588	12285306
gene:AT1G33850	AT1G33850-201	protein_coding	1	12287913	12288210
gene:AT1G33860	AT1G33860-202	protein_coding	1	12294394	12295305
gene:AT1G33860	AT1G33860-201	protein_coding	1	12294394	12295305
gene:AT1G06713	AT1G06713-201	lncRNA	1	12297238	12297525
gene:AT1G33870	AT1G33870-201	protein_coding	1	12301325	12303330
gene:AT1G33880	AT1G33880-201	protein_coding	1	12303862	12304911
gene:AT1G33880	AT1G33880-202	protein_coding	1	12303862	12305203
gene:AT1G33890	AT1G33890-201	protein_coding	1	12308136	12309914
gene:AT1G33890	AT1G33890-202	protein_coding	1	12308206	12309770
gene:AT1G33900	AT1G33900-201	protein_coding	1	12311518	12313518
gene:AT1G33910	AT1G33910-201	protein_coding	1	12314904	12316258
gene:AT1G33920	PP2-A4-201	protein_coding	1	12319905	12320870
gene:AT1G33930	AT1G33930-201	protein_coding	1	12323474	12327311
gene:AT1G33940	AT1G33940-201	protein_coding	1	12330576	12332785
gene:AT1G33940	AT1G33940-202	protein_coding	1	12330705	12332785
gene:AT1G33945	AT1G33945-201	protein_coding	1	12331977	12332469
gene:AT1G33950	AT1G33950-201	protein_coding	1	12332834	12339182
gene:AT1G33950	AT1G33950-202	protein_coding	1	12333046	12340409
gene:AT1G33960	AIG1-201	protein_coding	1	12346138	12348733
gene:AT1G33960	AIG1-202	protein_coding	1	12346232	12348513
gene:AT1G33970	AT1G33970-201	protein_coding	1	12349304	12351229
gene:AT1G33970	AT1G33970-202	protein_coding	1	12349304	12351236
gene:AT1G33970	AT1G33970-203	protein_coding	1	12349304	12351246
gene:AT1G33970	AT1G33970-204	protein_coding	1	12349304	12351299
gene:AT1G33970	AT1G33970-205	protein_coding	1	12349387	12351318
gene:AT1G33980	UPF3-201	protein_coding	1	12351566	12355173
gene:AT1G33980	UPF3-202	protein_coding	1	12351593	12355023
gene:AT1G33990	MES14-201	protein_coding	1	12355557	12358031
gene:AT1G34000	OHP2-201	protein_coding	1	12357910	12358966
gene:AT1G06717	AT1G06717-201	lncRNA	1	12358198	12358531
gene:AT1G34010	AT1G34010-201	protein_coding	1	12359454	12361313
gene:AT1G34010	AT1G34010-202	protein_coding	1	12359454	12361313
gene:AT1G34010	AT1G34010-203	protein_coding	1	12359493	12361209
gene:AT1G06723	AT1G06723-201	lncRNA	1	12361353	12361763
gene:AT1G34015	AT1G34015-201	protein_coding	1	12361832	12363493
gene:AT1G34020	AT1G34020-201	protein_coding	1	12366810	12370014
gene:AT1G34020	AT1G34020-202	protein_coding	1	12366831	12369178
gene:AT1G34020	AT1G34020-203	protein_coding	1	12366831	12369218
gene:AT1G34030	AT1G34030-201	protein_coding	1	12370065	12371554
gene:AT1G34040	AT1G34040-201	protein_coding	1	12374259	12376367
gene:AT1G34040	AT1G34040-202	protein_coding	1	12374288	12376334
gene:AT1G34042	AT1G34042-201	protein_coding	1	12379427	12379703
gene:AT1G06727	AT1G06727-201	lncRNA	1	12381197	12381406
gene:AT1G06733	AT1G06733-201	lncRNA	1	12381940	12382144
gene:AT1G06737	AT1G06737-201	lncRNA	1	12383777	12384244
gene:AT1G06743	AT1G06743-201	lncRNA	1	12384322	12385041
gene:AT1G34046	AT1G34046-201	protein_coding	1	12388595	12389447
gene:AT1G34047	AT1G34047-201	protein_coding	1	12390238	12390915
gene:AT1G34047	AT1G34047-202	protein_coding	1	12390238	12390915
gene:AT1G34049	AT1G34049-201	protein_coding	1	12390448	12391149
gene:AT1G34050	AT1G34050-201	protein_coding	1	12393426	12396194
gene:AT1G34060	AT1G34060-201	protein_coding	1	12396397	12398418
gene:AT1G34060	AT1G34060-202	protein_coding	1	12396420	12397986
gene:AT1G34065	SAMC2-201	protein_coding	1	12398428	12401036
gene:AT1G34065	SAMC2-202	protein_coding	1	12398435	12401036
gene:AT1G34070	AT1G34070-201	protein_coding	1	12402283	12403209
gene:AT1G34095	AT1G34095-201	protein_coding	1	12411670	12412514
gene:AT1G34110	AT1G34110-201	protein_coding	1	12417012	12421792
gene:AT1G34110	AT1G34110-202	protein_coding	1	12417176	12421792
gene:AT1G34120	IP5PI-201	protein_coding	1	12426700	12429714
gene:AT1G34120	IP5PI-202	protein_coding	1	12426761	12429710
gene:AT1G34120	IP5PI-203	protein_coding	1	12426778	12429710
gene:AT1G34120	IP5PI-204	protein_coding	1	12426778	12429710
gene:AT1G34120	IP5PI-205	protein_coding	1	12427475	12429710
gene:AT1G34130	STT3B-201	protein_coding	1	12429846	12433236
gene:AT1G34140	PAB1-201	protein_coding	1	12433356	12434735
gene:AT1G34150	AT1G34150-201	protein_coding	1	12435882	12439499
gene:AT1G34160	AT1G34160-201	protein_coding	1	12441244	12443368
gene:AT1G34160	AT1G34160-202	protein_coding	1	12441244	12443368
gene:AT1G34170	ARF13-202	protein_coding	1	12443547	12446764
gene:AT1G34170	ARF13-201	protein_coding	1	12443547	12446764
gene:AT1G34170	ARF13-203	protein_coding	1	12443578	12446764
gene:AT1G34180	NAC016-201	protein_coding	1	12448543	12451287
gene:AT1G34180	NAC016-202	protein_coding	1	12448578	12450575
gene:AT1G34180	NAC016-204	protein_coding	1	12448726	12451287
gene:AT1G34180	NAC016-203	protein_coding	1	12448726	12451287
gene:AT1G34190	NAC017-201	protein_coding	1	12451405	12454542
gene:AT1G34200	AT1G34200-201	protein_coding	1	12455653	12457547
gene:AT1G34210	SERK2-201	protein_coding	1	12458564	12462905
gene:AT1G34210	SERK2-202	protein_coding	1	12458590	12462752
gene:AT1G34220	AT1G34220-201	protein_coding	1	12462849	12466000
gene:AT1G34220	AT1G34220-202	protein_coding	1	12462852	12466089
gene:AT1G34245	EPF2-201	protein_coding	1	12472868	12473974
gene:AT1G34260	FAB1D-201	protein_coding	1	12485318	12492207
gene:AT1G34260	FAB1D-202	protein_coding	1	12485516	12492172
gene:AT1G34260	FAB1D-203	protein_coding	1	12485920	12492176
gene:AT1G34260	FAB1D-204	protein_coding	1	12486925	12492169
gene:AT1G34270	AT1G34270-201	protein_coding	1	12492321	12494584
gene:AT1G34290	RLP5-201	protein_coding	1	12498000	12498800
