Gene	Name	Type	Chr	Strand	Start	End
ENSMUSG00000084162	Gm11251	processed_pseudogene	4	+	72948056	72954311
ENSMUSG00000065353	Snora73b	snoRNA	4	-	132079633	132079837
ENSMUSG00000089194	Gm25769	snoRNA	4	+	73032894	73033020
ENSMUSG00000064387	Snora73a	snoRNA	4	-	132080086	132080290
ENSMUSG00000028558	Calr4	protein_coding	4	+	109091682	109111768
ENSMUSG00000066043	Phactr4	protein_coding	4	-	132083234	132149800
ENSMUSG00002075747	Gm55262	miRNA	4	+	132135620	132135715
ENSMUSG00000064739	Gm23055	snRNA	4	+	132169345	132169438
ENSMUSG00000083530	Gm13867	unprocessed_pseudogene	4	+	73782634	73783329
ENSMUSG00000039713	Plekhg5	protein_coding	4	+	152156955	152199857
ENSMUSG00000066042	Med18	protein_coding	4	-	132186042	132191232
ENSMUSG00000096530	Gm11758	protein_coding	4	-	73790456	73794503
ENSMUSG00000096750	Gm11757	protein_coding	4	-	73805303	73809349
ENSMUSG00000024793	Tnfrsf25	protein_coding	4	+	152200391	152204576
ENSMUSG00000028893	Sesn2	protein_coding	4	-	132219343	132237812
ENSMUSG00000096333	Gm13871	protein_coding	4	-	73820144	73824190
ENSMUSG00000086997	Gm12981	lncRNA	4	-	132230872	132236960
ENSMUSG00000093962	Gm11756	protein_coding	4	-	73834965	73838997
ENSMUSG00000054428	Atp5if1	protein_coding	4	-	132257866	132260970
ENSMUSG00000028396	2310002L09Rik	protein_coding	4	-	73857608	73869083
ENSMUSG00000049122	Frmd3	protein_coding	4	+	73931679	74120451
ENSMUSG00000081048	Gm11760	processed_pseudogene	4	+	73962625	73963420
ENSMUSG00000083767	Gm11405	processed_pseudogene	4	+	74146434	74147989
ENSMUSG00000028552	Eps15	protein_coding	4	+	109137465	109245014
ENSMUSG00000083512	Gm12749	processed_pseudogene	4	-	109230898	109232056
ENSMUSG00000028397	Kdm4c	protein_coding	4	+	74160734	74324097
ENSMUSG00000085482	A230083N12Rik	lncRNA	4	-	74168561	74169951
ENSMUSG00002075833	Gm26379	snoRNA	4	+	74553451	74553588
ENSMUSG00000104700	Gm26379	snoRNA	4	+	74553456	74553587
ENSMUSG00000081438	Gm11254	processed_pseudogene	4	+	74581920	74582572
ENSMUSG00000083659	Gm11258	processed_pseudogene	4	-	74606344	74607561
ENSMUSG00000082533	Gm11253	processed_pseudogene	4	-	74999737	74999937
ENSMUSG00000084311	Gm11257	processed_pseudogene	4	+	75046949	75047263
ENSMUSG00000081067	Gm12912	processed_pseudogene	4	+	75065846	75067226
ENSMUSG00000028398	Dmac1	protein_coding	4	-	75195591	75196542
ENSMUSG00002075396	Gm55296	snoRNA	4	-	75198863	75198992
ENSMUSG00000083224	Csnk2a1-ps4	processed_pseudogene	4	+	75242738	75243917
ENSMUSG00000084026	Gm11259	processed_pseudogene	4	+	75298997	75299711
ENSMUSG00000084253	Gm11256	processed_pseudogene	4	+	75772755	75773583
ENSMUSG00000081844	Gm11241	processed_pseudogene	4	-	75820497	75821392
ENSMUSG00000054405	Dnajc8	protein_coding	4	+	132262861	132281053
ENSMUSG00000065623	Gm24762	snRNA	4	-	132274415	132274518
ENSMUSG00000056529	Ptafr	protein_coding	4	+	132291378	132309994
ENSMUSG00000028555	Ttc39a	protein_coding	4	+	109263820	109301942
ENSMUSG00000028557	Rnf11	protein_coding	4	-	109308295	109341925
ENSMUSG00000060491	4930522H14Rik	protein_coding	4	-	109362534	109388494
ENSMUSG00000077687	Gm22497	snoRNA	4	+	109394236	109394366
ENSMUSG00000087641	Gm12811	lncRNA	4	+	109426411	109513988
ENSMUSG00000082771	Gm12803	processed_pseudogene	4	+	109486779	109487922
ENSMUSG00000028551	Cdkn2c	protein_coding	4	-	109518073	109524386
ENSMUSG00000010517	Faf1	protein_coding	4	+	109533785	109821157
ENSMUSG00000083995	Gm12808	processed_pseudogene	4	-	109611611	109612014
ENSMUSG00000047143	Dmrta2	protein_coding	4	+	109835250	109840884
ENSMUSG00000028886	Eya3	protein_coding	4	+	132366298	132452076
ENSMUSG00000037752	Xkr8	protein_coding	4	-	132452208	132459857
ENSMUSG00000028885	Smpdl3b	protein_coding	4	-	132460277	132484563
ENSMUSG00000028884	Rpa2	protein_coding	4	+	132495643	132506063
ENSMUSG00000037731	Themis2	protein_coding	4	-	132509154	132523698
ENSMUSG00000081647	Gm13022	processed_pseudogene	4	-	132529281	132529565
ENSMUSG00000028546	Elavl4	protein_coding	4	-	110060919	110209106
ENSMUSG00000028882	Ppp1r8	protein_coding	4	-	132554240	132570480
ENSMUSG00000088990	Gm22767	scaRNA	4	-	132565694	132565858
ENSMUSG00000028879	Stx12	protein_coding	4	-	132580812	132611820
ENSMUSG00000083816	Gm13033	processed_pseudogene	4	+	132612074	132613937
ENSMUSG00000028943	Espn	protein_coding	4	-	152204788	152236828
ENSMUSG00000081544	Gm13077	processed_pseudogene	4	-	152241464	152241947
ENSMUSG00000028940	Hes2	protein_coding	4	+	152243324	152246926
ENSMUSG00000061298	Agbl4	protein_coding	4	+	110254858	111521521
ENSMUSG00000081813	Gm12806	processed_pseudogene	4	+	110367232	110367499
ENSMUSG00000082348	Gm12807	processed_pseudogene	4	-	110369968	110370929
ENSMUSG00000081068	Gm12804	processed_pseudogene	4	+	111147315	111148313
ENSMUSG00000083904	Gm12805	processed_pseudogene	4	-	111176755	111177802
ENSMUSG00000028878	Fam76a	protein_coding	4	-	132626524	132649869
ENSMUSG00000028545	Bend5	protein_coding	4	+	111272203	111317495
ENSMUSG00002076011	Gm55363	snRNA	4	-	132658522	132658628
ENSMUSG00002076838	Gm55364	rRNA	4	-	111285015	111285130
ENSMUSG00000028937	Acot7	protein_coding	4	+	152262591	152356312
ENSMUSG00002075427	Gm55367	misc_RNA	4	-	152286264	152286599
ENSMUSG00000085724	Gm13096	lncRNA	4	+	152288383	152288924
ENSMUSG00000042804	Gpr153	protein_coding	4	+	152358689	152369794
ENSMUSG00000028946	Hes3	protein_coding	4	-	152370429	152376119
ENSMUSG00000028874	Fgr	protein_coding	4	+	132701406	132729221
ENSMUSG00000039662	Icmt	protein_coding	4	+	152381684	152391578
ENSMUSG00000037692	Ahdc1	protein_coding	4	+	132738571	132805421
ENSMUSG00000034401	Spata6	protein_coding	4	+	111577181	111686381
ENSMUSG00000082686	Gm12961	processed_pseudogene	4	-	111647818	111648867
ENSMUSG00000100514	Gm12960	processed_pseudogene	4	-	111664555	111665620
ENSMUSG00000058498	Rnf207	protein_coding	4	-	152391476	152403450
ENSMUSG00000028868	Wasf2	protein_coding	4	+	132857816	132927067
ENSMUSG00002076928	Gm55379	misc_RNA	4	-	132898738	132899025
ENSMUSG00000099202	Mir7017	miRNA	4	+	132922966	132923027
ENSMUSG00000049649	Gpr3	protein_coding	4	-	132936651	132939847
ENSMUSG00000028936	Rpl22	protein_coding	4	+	152410199	152418528
ENSMUSG00000028865	Cd164l2	protein_coding	4	+	132939442	132951866
ENSMUSG00000028862	Map3k6	protein_coding	4	+	132968129	132980240
ENSMUSG00000028544	Slc5a9	protein_coding	4	-	111732572	111760115
ENSMUSG00000078599	Skint8	protein_coding	4	+	111776589	111807555
ENSMUSG00000005045	Chd5	protein_coding	4	+	152423108	152474651
ENSMUSG00000085179	Gm13645	lncRNA	4	-	152436655	152438098
ENSMUSG00000049214	Skint7	protein_coding	4	+	111830120	111845420
ENSMUSG00000028860	Sytl1	protein_coding	4	-	132980401	132990424
ENSMUSG00002076910	Gm55392	misc_RNA	4	-	111845847	111846155
ENSMUSG00000089773	Skint1	protein_coding	4	+	111863466	111886735
ENSMUSG00000028857	Tmem222	protein_coding	4	-	132993356	133005103
ENSMUSG00000083241	Gm13259	processed_pseudogene	4	-	133008168	133008623
ENSMUSG00000028399	Ptprd	protein_coding	4	-	75859475	78130198
ENSMUSG00000080780	Gm11252	processed_pseudogene	4	+	76311391	76312329
ENSMUSG00000083050	Gm11242	processed_pseudogene	4	+	76610380	76612836
ENSMUSG00000081890	Gm11243	processed_pseudogene	4	+	76711966	76712359
ENSMUSG00000081936	Gm11244	processed_pseudogene	4	-	76729792	76730028
ENSMUSG00000084090	Gm11245	processed_pseudogene	4	+	76756016	76757052
ENSMUSG00000081656	Gm11246	processed_pseudogene	4	+	76845548	76845892
ENSMUSG00002076969	Gm55410	miRNA	4	-	76876659	76876735
ENSMUSG00000082351	Gm11260	processed_pseudogene	4	+	78152223	78153164
ENSMUSG00000085840	Gm11261	lncRNA	4	-	78578095	78579825
ENSMUSG00002076908	Gm55411	misc_RNA	4	+	78588384	78588469
ENSMUSG00000083629	Gm11262	processed_pseudogene	4	+	78615889	78617165
ENSMUSG00000089543	Gm25836	snoRNA	4	-	79162824	79162946
ENSMUSG00000083496	Gm11263	processed_pseudogene	4	+	79245945	79246693
ENSMUSG00000084248	Gm11409	processed_pseudogene	4	+	79792588	79792990
ENSMUSG00000082179	Gm11407	processed_pseudogene	4	+	79920568	79921625
ENSMUSG00000083076	Gm11408	processed_pseudogene	4	-	79921633	79922151
ENSMUSG00000083219	Gm11410	processed_pseudogene	4	+	79922226	79923368
ENSMUSG00000082555	Gm11406	processed_pseudogene	4	+	80358635	80359118
ENSMUSG00000037622	Wdtc1	protein_coding	4	-	133019770	133080792
ENSMUSG00000005994	Tyrp1	protein_coding	4	+	80752360	80769956
ENSMUSG00000048706	Lurap1l	protein_coding	4	+	80828883	80873865
ENSMUSG00002075952	Gm55413	miRNA	4	+	80885681	80885776
ENSMUSG00000055960	Skint4	protein_coding	4	+	111929213	112025273
ENSMUSG00000084326	Gm12820	processed_pseudogene	4	-	111978200	111978541
ENSMUSG00000082638	Gm12815	processed_pseudogene	4	-	112003295	112003429
ENSMUSG00000070868	Skint3	protein_coding	4	+	112089442	112157665
ENSMUSG00000049972	Skint9	protein_coding	4	-	112243166	112291182
ENSMUSG00000081166	Gm12819	unprocessed_pseudogene	4	+	112369937	112378669
ENSMUSG00000083599	Gm12821	processed_pseudogene	4	+	112394258	112394857
ENSMUSG00000028854	Slc9a1	protein_coding	4	+	133097017	133151013
ENSMUSG00000092745	Mir5122	miRNA	4	+	133097087	133097175
ENSMUSG00000086850	Gm13257	lncRNA	4	-	133206667	133209837
ENSMUSG00000046694	Tent5b	protein_coding	4	+	133207443	133215249
ENSMUSG00000056596	Trnp1	protein_coding	4	-	133218411	133225861
ENSMUSG00000034359	Skint2	protein_coding	4	+	112414391	112509445
ENSMUSG00000083753	Gm12814	unprocessed_pseudogene	4	+	112423604	112450250
ENSMUSG00000119614	Gm24099	snRNA	4	-	112447969	112448075
ENSMUSG00000081066	Gm12817	unprocessed_pseudogene	4	+	112562367	112563433
ENSMUSG00000037600	Kdf1	protein_coding	4	+	133246274	133258101
ENSMUSG00000048766	Skint10	protein_coding	4	-	112568344	112632063
ENSMUSG00000028851	Nudc	protein_coding	4	-	133259853	133273307
ENSMUSG00000037583	Nr0b2	protein_coding	4	+	133280687	133283847
ENSMUSG00002076171	Gm55423	miRNA	4	-	133286135	133286260
ENSMUSG00000028850	Gpatch3	protein_coding	4	+	133302056	133311554
ENSMUSG00000087194	Skint6	protein_coding	4	-	112661813	113144170
ENSMUSG00000085878	Gm12823	lncRNA	4	+	112780893	112802514
ENSMUSG00000083011	Gm12816	processed_pseudogene	4	-	112812272	112813483
ENSMUSG00000082678	Gm12818	processed_pseudogene	4	-	112835662	112837010
ENSMUSG00000028848	Gpn2	protein_coding	4	+	133311673	133319046
ENSMUSG00000083384	Gm12813	unprocessed_pseudogene	4	+	113225384	113251556
ENSMUSG00000047281	Sfn	protein_coding	4	-	133327867	133329479
ENSMUSG00000037553	Zdhhc18	protein_coding	4	-	133332610	133377465
ENSMUSG00000083885	Gm13213	processed_pseudogene	4	-	133365521	133365994
ENSMUSG00002075175	Gm55425	misc_RNA	4	+	133381313	133381568
ENSMUSG00000028931	Kcnab2	protein_coding	4	-	152475199	152562367
ENSMUSG00000090057	Gm16333	lncRNA	4	+	152495257	152495719
ENSMUSG00000043257	Pigv	protein_coding	4	-	133387698	133399958
ENSMUSG00000078598	Skint5	protein_coding	4	-	113335088	113856700
ENSMUSG00000080696	Gm12825	unprocessed_pseudogene	4	-	113953587	113954598
ENSMUSG00000118515	Gm53026	processed_pseudogene	4	+	113979236	113980565
ENSMUSG00000057977	Skint11	protein_coding	4	+	114020581	114102225
ENSMUSG00000082825	Gm15741	processed_pseudogene	4	-	114022320	114023073
ENSMUSG00000070867	Trabd2b	protein_coding	4	+	114263921	114472295
ENSMUSG00000039577	Nphp4	protein_coding	4	+	152561163	152647640
ENSMUSG00000083078	Gm13172	processed_pseudogene	4	-	152762205	152762460
ENSMUSG00000073699	Gm833	lncRNA	4	+	152781997	152784972
ENSMUSG00002075954	Gm55443	miRNA	4	-	153097947	153098041
ENSMUSG00000085648	Gm13173	lncRNA	4	-	153230047	153231400
ENSMUSG00000087454	Gm13174	lncRNA	4	+	153302633	153303052
ENSMUSG00000039546	Ajap1	protein_coding	4	-	153457678	153567268
ENSMUSG00000077519	Gm25880	snoRNA	4	+	153960841	153960972
ENSMUSG00000085390	Gm13115	lncRNA	4	+	153991843	153993123
ENSMUSG00000047613	A430005L14Rik	protein_coding	4	+	154041694	154046382
ENSMUSG00000007880	Arid1a	protein_coding	4	-	133406319	133484080
ENSMUSG00000104566	Mir7227	miRNA	4	-	133444361	133444419
ENSMUSG00000084555	Gm25270	snRNA	4	-	133524893	133525030
ENSMUSG00000029027	Dffb	protein_coding	4	-	154048906	154059583
ENSMUSG00000084789	Gm12974	lncRNA	4	+	133543731	133544925
ENSMUSG00000039523	Cep104	protein_coding	4	+	154059651	154093189
ENSMUSG00000029028	Lrrc47	protein_coding	4	+	154096188	154105970
ENSMUSG00000078350	Smim1	protein_coding	4	-	154104927	154110687
ENSMUSG00000039492	Ccdc27	protein_coding	4	-	154111096	154127134
ENSMUSG00000080807	Gm13117	processed_pseudogene	4	-	154128190	154128880
ENSMUSG00000082073	Gm13114	processed_pseudogene	4	-	154132480	154132585
ENSMUSG00000028716	Pdzk1ip1	protein_coding	4	+	114945905	114951096
ENSMUSG00000047155	Cyp4x1	protein_coding	4	-	114963520	114991478
ENSMUSG00000086896	Cyp4x1os	lncRNA	4	+	114991029	114995061
ENSMUSG00000081823	Cyp4a28-ps	unprocessed_pseudogene	4	-	114995765	115013703
ENSMUSG00000082889	Cyp4a29-ps1	unprocessed_pseudogene	4	+	115032995	115034040
ENSMUSG00000118615	Gm53032	unprocessed_pseudogene	4	+	115075813	115077415
ENSMUSG00000081138	Gm12834	processed_pseudogene	4	-	115095951	115098779
ENSMUSG00000083138	Cyp4a29	protein_coding	4	+	115099281	115111754
ENSMUSG00000066071	Cyp4a12a	protein_coding	4	+	115156243	115190012
ENSMUSG00000083190	Cyp4a30-ps	unprocessed_pseudogene	4	+	115200985	115220312
ENSMUSG00000078597	Cyp4a12b	protein_coding	4	+	115268821	115296231
ENSMUSG00000084415	Gm12837	processed_pseudogene	4	-	115273279	115273651
ENSMUSG00000084346	Cyp4a30b	protein_coding	4	+	115309801	115328259
ENSMUSG00000080142	Gm12838	processed_pseudogene	4	-	115310989	115311313
ENSMUSG00000086724	Gm12833	processed_pseudogene	4	+	115337997	115338473
ENSMUSG00000028715	Cyp4a14	protein_coding	4	-	115343397	115353339
ENSMUSG00000066072	Cyp4a10	protein_coding	4	+	115375461	115390846
ENSMUSG00000081006	Cyp4b1-ps1	unprocessed_pseudogene	4	-	115400582	115402261
ENSMUSG00000028712	Cyp4a31	protein_coding	4	+	115420846	115436212
ENSMUSG00000083457	Cyp4b1-ps2	unprocessed_pseudogene	4	-	115439483	115440341
ENSMUSG00000063929	Cyp4a32	protein_coding	4	+	115458166	115478799
ENSMUSG00000028713	Cyp4b1	protein_coding	4	-	115481922	115504920
ENSMUSG00000082043	Gm12848	processed_pseudogene	4	+	115509586	115510677
ENSMUSG00000029026	Trp73	protein_coding	4	-	154140706	154224665
ENSMUSG00000087071	Trp73os	lncRNA	4	+	154177936	154182810
ENSMUSG00000088774	Gm26036	snoRNA	4	+	154218487	154218630
ENSMUSG00000003644	Rps6ka1	protein_coding	4	-	133574601	133615108
ENSMUSG00000085009	Gm12977	lncRNA	4	+	133599141	133603844
ENSMUSG00000080946	Gm12985	processed_pseudogene	4	-	133610256	133610438
ENSMUSG00000089321	Gm22523	snRNA	4	-	133610710	133610809
ENSMUSG00000028468	Rgp1	protein_coding	4	+	43578715	43587487
ENSMUSG00000029029	Wrap73	protein_coding	4	+	154226829	154251877
ENSMUSG00000029030	Tprgl	protein_coding	4	-	154241942	154245123
ENSMUSG00000003038	Hmgn2	protein_coding	4	-	133692049	133695961
ENSMUSG00000057751	Megf6	protein_coding	4	+	154255187	154360170
ENSMUSG00000081276	Gm13132	processed_pseudogene	4	+	154304998	154305469
ENSMUSG00000029032	Arhgef16	protein_coding	4	-	154362943	154386133
ENSMUSG00000077607	Gm25803	snoRNA	4	-	81256511	81256641
ENSMUSG00000081391	Gm11765	processed_pseudogene	4	-	81374180	81379969
ENSMUSG00000083385	Gm11411	processed_pseudogene	4	+	81614678	81615396
ENSMUSG00000087540	Gm11412	lncRNA	4	+	81661383	81664938
ENSMUSG00002076931	Gm55520	rRNA	4	+	81836750	81836860
ENSMUSG00000087608	Gm12914	lncRNA	4	-	81848715	81850611
ENSMUSG00000012117	Dhdds	protein_coding	4	-	133696339	133728229
ENSMUSG00002075489	Gm55533	miRNA	4	-	81979349	81979458
ENSMUSG00000050966	Lin28a	protein_coding	4	-	133730641	133746152
ENSMUSG00000087288	Gm13061	lncRNA	4	+	133745458	133747180
ENSMUSG00000049410	Zfp683	protein_coding	4	+	133781149	133786307
ENSMUSG00000012123	Crybg2	protein_coding	4	+	133788126	133819815
ENSMUSG00000000682	Cd52	protein_coding	4	-	133809759	133822393
ENSMUSG00000039410	Prdm16	protein_coding	4	-	154400582	154721330
ENSMUSG00000097871	B230104I21Rik	lncRNA	4	+	154420584	154434375
ENSMUSG00000012126	Ubxn11	protein_coding	4	+	133829881	133854904
ENSMUSG00000028843	Sh3bgrl3	protein_coding	4	-	133854717	133856100
ENSMUSG00000008575	Nfib	protein_coding	4	-	82208410	82623987
ENSMUSG00002075784	Gm55570	rRNA	4	+	82357647	82357751
ENSMUSG00000084851	Gm11267	lncRNA	4	-	82503285	82505556
ENSMUSG00000084357	Gm11268	processed_pseudogene	4	+	82560637	82560903
ENSMUSG00000086293	Gm11269	lncRNA	4	+	82611042	82611948
ENSMUSG00000037443	Cep85	protein_coding	4	-	133857169	133914423
ENSMUSG00002075514	Gm55577	snoRNA	4	-	133895119	133895206
ENSMUSG00000073747	Zpld2	protein_coding	4	-	133918115	133930315
ENSMUSG00000081772	Gm13131	processed_pseudogene	4	-	133927141	133927461
ENSMUSG00000048003	Catsper4	protein_coding	4	-	133939281	133954694
ENSMUSG00000028841	Cnksr1	protein_coding	4	-	133955352	133965710
ENSMUSG00000028840	Zfp593	protein_coding	4	-	133970600	133972903
ENSMUSG00000086322	Zfp593os	protein_coding	4	+	133970973	133973184
ENSMUSG00000108398	Gm30191	protein_coding	4	+	133974246	133977353
ENSMUSG00000050105	Fam110d	protein_coding	4	-	133978421	133981417
ENSMUSG00000050890	Pdik1l	protein_coding	4	-	134002313	134015206
ENSMUSG00000028834	Trim63	protein_coding	4	+	134042431	134056940
ENSMUSG00000083245	Gm11185	processed_pseudogene	4	+	83112225	83113231
ENSMUSG00000038172	Ttc39b	protein_coding	4	-	83138537	83242492
ENSMUSG00000119168	Gm23412	snRNA	4	-	83204041	83204147
ENSMUSG00000086321	Gm11413	lncRNA	4	-	83296554	83308905
ENSMUSG00000087592	Gm11184	lncRNA	4	+	83301301	83310442
ENSMUSG00000028483	Snapc3	protein_coding	4	+	83335961	83385913
ENSMUSG00000028484	Psip1	protein_coding	4	-	83373917	83404696
ENSMUSG00000082416	Gm11414	processed_pseudogene	4	-	83418736	83418998
ENSMUSG00000066116	Gm10154	processed_pseudogene	4	-	83423422	83423775
ENSMUSG00000028826	Maco1	protein_coding	4	-	134530070	134580656
ENSMUSG00000052407	Ccdc171	protein_coding	4	+	83443782	83782907
ENSMUSG00000064606	Gm25899	snRNA	4	-	83445865	83446005
ENSMUSG00000098217	Gm27046	processed_pseudogene	4	+	83515540	83516002
ENSMUSG00000080793	Cbx3-ps3	processed_pseudogene	4	+	83619321	83620273
ENSMUSG00000028825	Rhd	protein_coding	4	+	134591847	134623483
ENSMUSG00000097942	Gm26968	lncRNA	4	+	83661914	83662394
ENSMUSG00000085378	Gm11415	lncRNA	4	-	83802975	83807095
ENSMUSG00000085217	6030471H07Rik	lncRNA	4	-	83960276	83963116
ENSMUSG00000083044	Gm12416	processed_pseudogene	4	+	84023132	84024139
ENSMUSG00000087378	Gm12414	lncRNA	4	-	84044587	84048526
ENSMUSG00000028822	Tmem50a	protein_coding	4	-	134625160	134642335
ENSMUSG00000037266	Rsrp1	protein_coding	4	+	134650903	134654982
ENSMUSG00000028821	Syf2	protein_coding	4	+	134658209	134664859
ENSMUSG00000086884	Gm16225	lncRNA	4	-	134845532	134847758
ENSMUSG00000070691	Runx3	protein_coding	4	+	134847963	134905301
ENSMUSG00000084986	Gm16224	lncRNA	4	-	134870732	134871596
ENSMUSG00000037242	Clic4	protein_coding	4	-	134941280	135000125
ENSMUSG00000087270	Gm12983	processed_pseudogene	4	-	135017677	135017986
ENSMUSG00000085002	Gm12984	lncRNA	4	+	135034660	135036830
ENSMUSG00000082833	Gm12982	processed_pseudogene	4	-	135035092	135035281
ENSMUSG00000028487	Bnc2	protein_coding	4	-	84193332	84593512
ENSMUSG00000083743	Gm12421	processed_pseudogene	4	-	84347055	84347361
ENSMUSG00000081775	Gm12420	processed_pseudogene	4	+	84616100	84617147
ENSMUSG00000086413	Gm12415	lncRNA	4	+	84659712	84660528
ENSMUSG00000038070	Cntln	protein_coding	4	+	84802546	85050158
ENSMUSG00000083139	Gm12418	processed_pseudogene	4	+	84834133	84835074
ENSMUSG00000080303	Gm12419	processed_pseudogene	4	-	84841791	84842426
ENSMUSG00000084267	Gm12417	processed_pseudogene	4	+	85094764	85095166
ENSMUSG00000029055	Plch2	protein_coding	4	-	155067572	155141241
ENSMUSG00000073686	Gm10564	lncRNA	4	+	155126503	155129879
ENSMUSG00000029047	Pex10	protein_coding	4	+	155151473	155156890
ENSMUSG00000028488	Sh3gl2	protein_coding	4	+	85123363	85557432
ENSMUSG00000029048	Rer1	protein_coding	4	-	155158567	155170839
ENSMUSG00000081862	Gm12413	processed_pseudogene	4	-	85163688	85163999
ENSMUSG00000029049	Morn1	protein_coding	4	+	155171034	155229962
ENSMUSG00000028809	Srrm1	protein_coding	4	-	135047795	135080632
ENSMUSG00000029050	Ski	protein_coding	4	-	155238532	155307049
ENSMUSG00000073684	Faap20	protein_coding	4	+	155334259	155341144
ENSMUSG00000043924	Ncmap	protein_coding	4	-	135096887	135125538
ENSMUSG00000084032	Gm12991	processed_pseudogene	4	+	135104469	135104546
ENSMUSG00000081136	Gm12990	processed_pseudogene	4	-	135130500	135130967
ENSMUSG00000066113	Adamtsl1	protein_coding	4	+	85432409	86346622
ENSMUSG00000059713	Rcan3	protein_coding	4	-	135139619	135161164
ENSMUSG00000076123	Mir700	miRNA	4	-	135143866	135143944
ENSMUSG00002074882	Gm55684	misc_RNA	4	+	85828148	85828424
ENSMUSG00000064687	Gm25811	snRNA	4	-	85961631	85961731
ENSMUSG00000087016	Gm15979	lncRNA	4	-	135157437	135158152
ENSMUSG00000083272	Gm12550	processed_pseudogene	4	-	86360250	86360578
ENSMUSG00000028492	Saxo1	protein_coding	4	-	86362878	86476565
ENSMUSG00000077597	Gm26017	snRNA	4	+	86427389	86427462
ENSMUSG00000085108	Saxo1os	lncRNA	4	+	86476683	86478041
ENSMUSG00000070934	Rraga	protein_coding	4	+	86493905	86495522
ENSMUSG00000029053	Prkcz	protein_coding	4	-	155344586	155445818
ENSMUSG00000098729	Gm27200	lncRNA	4	+	155428140	155428922
ENSMUSG00000038047	Haus6	protein_coding	4	-	86497092	86530292
ENSMUSG00000088958	Scarna8	scaRNA	4	-	86504690	86504820
ENSMUSG00000081169	Gm12551	unprocessed_pseudogene	4	-	86545312	86549488
ENSMUSG00000029054	Gabrd	protein_coding	4	-	155469437	155482569
ENSMUSG00000028803	Nipal3	protein_coding	4	-	135172731	135222349
ENSMUSG00000084803	5830444B04Rik	lncRNA	4	-	155483220	155506161
ENSMUSG00000103955	Gm37270	TEC	4	+	135178192	135178521
ENSMUSG00000028801	Stpg1	protein_coding	4	+	135222101	135265114
ENSMUSG00002075292	Gm55703	miRNA	4	-	135239662	135239790
ENSMUSG00000028494	Plin2	protein_coding	4	-	86566623	86588297
ENSMUSG00000037188	Grhl3	protein_coding	4	-	135269199	135300941
ENSMUSG00002075369	Gm55733	snRNA	4	+	135311059	135311159
ENSMUSG00000086788	1700029M20Rik	lncRNA	4	+	135353966	135357509
ENSMUSG00000062157	Ifnlr1	protein_coding	4	+	135413598	135435492
ENSMUSG00000083678	Gm12989	processed_pseudogene	4	-	135443179	135443909
ENSMUSG00000037157	Il22ra1	protein_coding	4	+	135455483	135479451
ENSMUSG00000082743	Gm12988	processed_pseudogene	4	-	135483529	135484006
ENSMUSG00000078490	Cfap74	protein_coding	4	+	155493647	155551280
ENSMUSG00000037139	Myom3	protein_coding	4	+	135487026	135542875
ENSMUSG00000081672	Gm13000	processed_pseudogene	4	+	135580989	135581484
ENSMUSG00000038024	Dennd4c	protein_coding	4	+	86666792	86768840
ENSMUSG00000082969	Gm12630	processed_pseudogene	4	-	86736031	86736814
ENSMUSG00000023153	Tmem52	protein_coding	4	+	155553571	155555315
ENSMUSG00000028690	Mmachc	protein_coding	4	-	116559476	116565603
ENSMUSG00000118647	Gm55744	unitary_pseudogene	4	-	155555784	155556162
ENSMUSG00000028495	Rps6	protein_coding	4	-	86772897	86775649
ENSMUSG00000038007	Acer2	protein_coding	4	+	86792633	86853059
ENSMUSG00000028689	Ccdc163	protein_coding	4	+	116565706	116608403
ENSMUSG00000028676	Srsf10	protein_coding	4	+	135583058	135597219
ENSMUSG00000037996	Slc24a2	protein_coding	4	-	86901361	87148714
ENSMUSG00000086512	Gm12600	lncRNA	4	+	87216599	87219507
ENSMUSG00002075661	Gm55749	miRNA	4	+	87350509	87350573
ENSMUSG00000082443	Gm12604	processed_pseudogene	4	+	87499026	87499797
ENSMUSG00000028675	Pnrc2	protein_coding	4	-	135598229	135601161
ENSMUSG00000083430	Gm13006	processed_pseudogene	4	-	135618575	135618788
ENSMUSG00000062585	Cnr2	protein_coding	4	+	135622705	135647518
ENSMUSG00000028673	Fuca1	protein_coding	4	+	135648046	135667622
ENSMUSG00000033985	Tesk2	protein_coding	4	+	116578145	116663153
ENSMUSG00002075917	Gm55750	misc_RNA	4	+	116583096	116583186
ENSMUSG00000028496	Mllt3	protein_coding	4	-	87688162	87951601
ENSMUSG00000084809	Gm12631	lncRNA	4	+	87951738	87953235
ENSMUSG00000081530	Gm12646	processed_pseudogene	4	+	87962041	87962278
ENSMUSG00000028672	Hmgcl	protein_coding	4	+	135673759	135689928
ENSMUSG00000028671	Gale	protein_coding	4	+	135691038	135695489
ENSMUSG00000028688	Toe1	protein_coding	4	-	116651507	116664837
ENSMUSG00000028670	Lypla2	protein_coding	4	-	135695535	135699937
ENSMUSG00000029064	Gnb1	protein_coding	4	+	155575818	155643726
ENSMUSG00000082429	Gm13171	processed_pseudogene	4	-	155586773	155587163
ENSMUSG00000028669	Pithd1	protein_coding	4	-	135702771	135714575
ENSMUSG00000028687	Mutyh	protein_coding	4	+	116664920	116676637
ENSMUSG00000083852	Gm13007	processed_pseudogene	4	+	135724834	135725198
