Gene	Name	Type	Chr	Strand	Start	End
ENSG05220006905	PLRG1	protein_coding	4	-	157866774	157882170
ENSG05220006914	ENSG05220006914	lncRNA	4	+	158828923	158853070
ENSG05220006918	ENSG05220006918	lncRNA	4	-	155436982	155439618
ENSG05220006919	ENSG05220006919	lncRNA	4	+	155311635	155368391
ENSG05220006920	ENSG05220006920	lncRNA	4	+	157273137	157632227
ENSG05220006921	ENSG05220006921	unprocessed_pseudogene	4	+	158718150	158718290
ENSG05220006922	LINC02273	lncRNA	4	+	155413560	155427846
ENSG05220006941	TRIM2	protein_coding	4	+	156476134	156663748
ENSG05220006949	ENSG05220006949	lncRNA	4	+	158505601	158714492
ENSG05220006950	ENSG05220006950	lncRNA	4	-	155631440	155633140
ENSG05220006951	FAM192BP	processed_pseudogene	4	+	156250647	156251408
ENSG05220006952	MTCO3P9	unprocessed_pseudogene	4	-	158789986	158790766
ENSG05220006953	ENSG05220006953	processed_pseudogene	4	-	155937039	155937497
ENSG05220006954	ENSG05220006954	lncRNA	4	+	158775456	158781416
ENSG05220006955	RNA5SP169	rRNA_pseudogene	4	-	155294588	155294704
ENSG05220006956	NDUFB2P1	processed_pseudogene	4	+	158056393	158056687
ENSG05220006962	MAP9	protein_coding	4	-	158674560	158709768
ENSG05220006965	ENSG05220006965	lncRNA	4	+	155242574	155267035
ENSG05220006966	ENSG05220006966	lncRNA	4	+	155122013	155156198
ENSG05220006972	ENSG05220006972	lncRNA	4	+	154997585	155000995
ENSG05220006974	FGB	protein_coding	4	+	157894795	157904590
ENSG05220006976	FTH1P21	processed_pseudogene	4	+	159351904	159352414
ENSG05220006977	ENSG05220006977	lncRNA	4	+	157593465	157593923
ENSG05220006979	ENSG05220006979	unprocessed_pseudogene	4	-	157937759	157937884
ENSG05220006980	ENSG05220006980	processed_pseudogene	4	-	158715905	158716900
ENSG05220006981	TIGD4	protein_coding	4	-	156092424	156102800
ENSG05220006982	SFRP2	protein_coding	4	-	157105099	157113596
ENSG05220006985	TMEM154	protein_coding	4	-	155941796	156003160
ENSG05220006990	MIR3140	miRNA	4	-	155812489	155812578
ENSG05220006991	ENSG05220006991	processed_pseudogene	4	+	157705621	157706080
ENSG05220006992	ENSG05220006992	lncRNA	4	-	158086563	158113689
ENSG05220006993	ENSG05220006993	lncRNA	4	+	155279093	155292472
ENSG05220006996	ENSG05220006996	lncRNA	4	+	159931492	159935552
ENSG05220006997	ENSG05220006997	lncRNA	4	-	158618064	158619038
ENSG05220006998	ENSG05220006998	lncRNA	4	-	155206801	155209329
ENSG05220006999	MND1	protein_coding	4	+	156669078	156739559
ENSG05220007001	FGA	protein_coding	4	-	157914897	157922554
ENSG05220007003	RN7SL419P	misc_RNA	4	-	156706169	156706455
ENSG05220007004	RN7SL446P	misc_RNA	4	-	155587307	155587602
ENSG05220007005	MTND3P3	unprocessed_pseudogene	4	-	158789444	158789787
ENSG05220007006	MTND2P33	unprocessed_pseudogene	4	-	158794439	158795469
ENSG05220007007	MTND1P22	unprocessed_pseudogene	4	-	158795679	158796629
ENSG05220007012	FGG	protein_coding	4	-	157935941	157944774
ENSG05220007014	FBXW7	protein_coding	4	-	155643699	155859255
ENSG05220007015	MTND6P17	unprocessed_pseudogene	4	+	158785332	158785850
ENSG05220007016	ENSG05220007016	lncRNA	4	+	157567721	157569339
ENSG05220007017	ENSG05220007017	lncRNA	4	+	159067245	159069859
ENSG05220007018	ENSG05220007018	lncRNA	4	+	155989513	155993252
ENSG05220007019	ENSG05220007019	lncRNA	4	-	156958133	156980137
ENSG05220007020	NSA2P6	processed_pseudogene	4	-	156119126	156119894
ENSG05220007021	ENSG05220007021	lncRNA	4	-	155469512	155501703
ENSG05220007022	MTATP6P9	unprocessed_pseudogene	4	-	158790767	158791446
ENSG05220007023	ENSG05220007023	processed_pseudogene	4	+	157886984	157887761
ENSG05220007024	MTND5P9	unprocessed_pseudogene	4	-	158785855	158787609
ENSG05220007025	TDO2	protein_coding	4	+	159187447	159253174
ENSG05220007026	Y_RNA	misc_RNA	4	-	156591002	156591103
ENSG05220007027	NPY2R	protein_coding	4	+	158540538	158548980
ENSG05220007028	ARFIP1	protein_coding	4	+	156103007	156241660
ENSG05220007032	RPS3AP18	processed_pseudogene	4	-	155874442	155875529
ENSG05220007034	ENSG05220007034	lncRNA	4	+	157044761	157052155
ENSG05220007037	LRAT	protein_coding	4	+	157958753	158084927
ENSG05220007038	ENSG05220007038	lncRNA	4	-	155530145	155549020
ENSG05220007039	RNU2-66P	snRNA	4	+	158118934	158119094
ENSG05220007040	ENSG05220007040	lncRNA	4	-	155272440	155315038
ENSG05220007043	FHDC1	protein_coding	4	+	156259520	156302882
ENSG05220007044	MTCYBP17	unprocessed_pseudogene	4	-	158784423	158785211
ENSG05220007045	ENSG05220007045	lncRNA	4	-	155228037	155251815
ENSG05220007046	MIR4453HG	lncRNA	4	+	155859427	155862426
ENSG05220007047	MTCO1P9	unprocessed_pseudogene	4	-	158792510	158794043
ENSG05220007049	GUCY1A1	protein_coding	4	+	158999525	159069856
ENSG05220007057	TMEM131L	protein_coding	4	+	156790786	156961149
ENSG05220007060	RNU6-1196P	snRNA	4	-	156589753	156589846
ENSG05220007061	ASIC5	protein_coding	4	-	159162518	159198985
ENSG05220007062	ENSG05220007062	transcribed_unprocessed_pseudogene	4	+	156964599	157005673
ENSG05220007064	MTND4P8	unprocessed_pseudogene	4	-	158787856	158789217
ENSG05220007065	GUCY1B1	protein_coding	4	+	159091788	159140607
ENSG05220007071	CTSO	protein_coding	4	-	159254348	159286670
ENSG05220007075	ENSG05220007075	lncRNA	4	+	159988087	159989076
ENSG05220007076	ENSG05220007076	processed_pseudogene	4	+	158102387	158102735
ENSG05220007077	RNU6-1285P	snRNA	4	-	157875703	157875807
ENSG05220007079	DCHS2	protein_coding	4	-	157563483	157823579
ENSG05220007013	TLR2	protein_coding	4	+	157008567	157030716
ENSG05220018167	RNU6-173P	snRNA	4	-	191469231	191469334
ENSG05220018190	ENSG05220018190	processed_pseudogene	4	+	191454242	191454598
ENSG05220018192	LINC02514	lncRNA	4	+	190717917	190719190
ENSG05220018196	ENSG05220018196	lncRNA	4	-	191290112	191311293
ENSG05220018197	ENSG05220018197	lncRNA	4	+	190048282	190050789
ENSG05220018200	IRF2	protein_coding	4	-	187731563	187818372
ENSG05220018274	ENSG05220018274	TEC	4	-	188327683	188331543
ENSG05220018277	UFSP2	protein_coding	4	-	188742869	188769321
ENSG05220018283	FLJ38576	TEC	4	-	189529393	189531854
ENSG05220018284	LINC02365	lncRNA	4	-	187927907	187968715
ENSG05220018285	ENSG05220018285	lncRNA	4	+	190237615	190239013
ENSG05220018287	LRP2BP	protein_coding	4	-	188707163	188739255
ENSG05220018290	ENSG05220018290	processed_pseudogene	4	+	187598314	187599137
ENSG05220018292	MIR3945	miRNA	4	-	188194421	188194518
ENSG05220018294	RNU6-335P	snRNA	4	-	187018802	187018914
ENSG05220018295	ENSG05220018295	processed_pseudogene	4	-	190789311	190791930
ENSG05220018297	ENSG05220018297	lncRNA	4	+	188714016	188734258
ENSG05220018300	Y_RNA	misc_RNA	4	-	188759306	188759419
ENSG05220018301	RN7SL28P	misc_RNA	4	+	187622733	187623030
ENSG05220018302	MIR4455	miRNA	4	-	188281909	188281966
ENSG05220018305	MTNR1A	protein_coding	4	-	189880029	189902297
ENSG05220018307	RNU6-1055P	snRNA	4	+	189847469	189847575
ENSG05220018309	LINC02492	lncRNA	4	-	190880442	191020552
ENSG05220018325	PRIMPOL	protein_coding	4	+	187993351	188038714
ENSG05220018328	RNU4-64P	snRNA	4	-	189367392	189367522
ENSG05220018329	ENSG05220018329	snoRNA	4	+	189470413	189470547
ENSG05220018332	SNX25	protein_coding	4	+	188547948	188713476
ENSG05220018336	ENSG05220018336	processed_pseudogene	4	+	188408698	188409040
ENSG05220018337	ENSG05220018337	processed_pseudogene	4	-	188254433	188254896
ENSG05220018338	ENSG05220018338	lncRNA	4	-	188462667	188471151
ENSG05220018341	C4orf47	protein_coding	4	+	188769591	188793104
ENSG05220018348	CCDC110	protein_coding	4	-	188788463	188815305
ENSG05220018353	LINC02363	lncRNA	4	-	187678133	187697814
ENSG05220018357	ENSG05220018357	lncRNA	4	+	190239199	190239630
ENSG05220018358	ADAM20P3	processed_pseudogene	4	-	191093875	191095979
ENSG05220018359	LINC02437	lncRNA	4	+	188332413	188348598
ENSG05220018365	TRAPPC11	protein_coding	4	+	187002463	187056791
ENSG05220018376	ENSG05220018376	lncRNA	4	+	190352328	190407305
ENSG05220018379	F11	protein_coding	4	+	189606162	189629664
ENSG05220018392	CENPU	protein_coding	4	-	188037836	188077889
ENSG05220018393	MRPS36P2	processed_pseudogene	4	+	190247199	190247497
ENSG05220018394	RNU6-1053P	snRNA	4	+	187049128	187049228
ENSG05220018395	LINC02362	lncRNA	4	-	187709016	187726250
ENSG05220018396	ENSG05220018396	lncRNA	4	+	189259089	189260409
ENSG05220018400	ENSG05220018400	processed_pseudogene	4	-	189097767	189097886
ENSG05220018407	TRIML1	protein_coding	4	+	191487121	191495418
ENSG05220018408	ENSG05220018408	processed_pseudogene	4	+	191318220	191319231
ENSG05220018409	ENSG05220018409	lncRNA	4	+	189665585	189675954
ENSG05220018410	ENSG05220018410	lncRNA	4	-	190863739	190864794
ENSG05220018411	MIR3945HG	lncRNA	4	-	188187970	188199172
ENSG05220018413	ENSG05220018413	lncRNA	4	-	190325878	190373834
ENSG05220018414	ENSG05220018414	processed_pseudogene	4	+	187416290	187416926
ENSG05220018415	TLR3	protein_coding	4	+	189409567	189428483
ENSG05220018416	ENSG05220018416	processed_pseudogene	4	-	187903005	187903613
ENSG05220018417	ENSG05220018417	lncRNA	4	+	187331582	187340589
ENSG05220018421	ZFP42	protein_coding	4	+	191343715	191352990
ENSG05220018423	LINC01093	lncRNA	4	-	188236418	188243102
ENSG05220018425	ENSG05220018425	lncRNA	4	-	190651407	190656938
ENSG05220018426	MYL12BP2	processed_pseudogene	4	-	187642918	187643429
ENSG05220018427	ENSG05220018427	lncRNA	4	+	188157047	188164728
ENSG05220018428	STOX2	protein_coding	4	+	187141121	187367419
ENSG05220018434	ENSG05220018434	lncRNA	4	-	187815746	187816431
ENSG05220018437	ENSG05220018437	lncRNA	4	+	187444324	187449866
ENSG05220018441	SLC25A4	protein_coding	4	+	188486951	188494056
ENSG05220018444	F11-AS1	lncRNA	4	-	189626077	189847357
ENSG05220018448	ENSG05220018448	lncRNA	4	+	188170034	188194328
ENSG05220018453	RPSAP70	processed_pseudogene	4	+	189498284	189499231
ENSG05220018456	LINC02515	lncRNA	4	+	190755501	190763023
ENSG05220018460	HELT	protein_coding	4	+	188362254	188364217
ENSG05220018462	ENSG05220018462	lncRNA	4	+	188928695	188934802
ENSG05220018466	CFAP97	protein_coding	4	-	188503345	188553219
ENSG05220018468	CASP3	protein_coding	4	-	187971378	187993193
ENSG05220018469	PDLIM3	protein_coding	4	-	188844192	188876603
ENSG05220018474	ENSG05220018474	lncRNA	4	+	188815014	188850592
ENSG05220018475	IRF2-DT	lncRNA	4	+	187818624	187821125
ENSG05220018476	ENSG05220018476	lncRNA	4	+	190961498	191060116
ENSG05220018480	ENSG05220018480	TEC	4	+	187357940	187360276
ENSG05220018481	FAT1	protein_coding	4	-	189934525	190073428
ENSG05220018482	ACSL1	protein_coding	4	-	188099036	188170245
ENSG05220018483	SORBS2	protein_coding	4	-	188926228	189297633
ENSG05220018484	ENPP6	protein_coding	4	-	187432563	187565051
ENSG05220018485	LINC02427	lncRNA	4	-	187847106	187881459
ENSG05220018486	ANKRD37	protein_coding	4	+	188739352	188743960
ENSG05220018487	ENSG05220018487	lncRNA	4	+	187827966	187834125
ENSG05220018488	ORAOV1P1	processed_pseudogene	4	-	189511240	189511634
ENSG05220018489	TRIML2	protein_coding	4	-	191438954	191457289
ENSG05220018490	RNU6-479P	snRNA	4	-	186996771	186996875
ENSG05220018491	SLC25A5P6	processed_pseudogene	4	-	189668001	189668886
ENSG05220018492	ENSG05220018492	lncRNA	4	+	187069027	187075770
ENSG05220018493	ENSG05220018493	lncRNA	4	+	189006657	189016192
ENSG05220018494	LINC02374	lncRNA	4	+	190548373	190555740
ENSG05220018495	ENSG05220018495	lncRNA	4	-	190544606	190548281
ENSG05220018496	ENSG05220018496	lncRNA	4	-	187105542	187109149
ENSG05220018497	KLKB1	protein_coding	4	+	189549379	189598453
ENSG05220018498	SLED1	transcribed_processed_pseudogene	4	-	188141724	188142474
ENSG05220018499	FAM149A	protein_coding	4	+	189444816	189513044
ENSG05220018210	LINC02436	lncRNA	4	+	188394486	188459184
ENSG05220018356	Y_RNA	misc_RNA	4	-	189050684	189050778
ENSG05220018388	SNORD79	snoRNA	4	+	187775787	187775870
ENSG05220018464	CYP4V2	protein_coding	4	+	189531931	189553879
ENSG05220006723	ENSG05220006723	lncRNA	4	-	62053377	62056699
ENSG05220006724	SRD5A3-AS1	lncRNA	4	-	58852109	58883991
ENSG05220006725	ENSG05220006725	lncRNA	4	+	58646022	58650027
ENSG05220006726	AASDH	protein_coding	4	-	59826266	59875510
ENSG05220006727	ENSG05220006727	processed_pseudogene	4	+	63482255	63482572
ENSG05220006728	GLDCP1	transcribed_processed_pseudogene	4	+	60081019	60083696
ENSG05220006729	ENSG05220006729	lncRNA	4	-	61086949	61096882
ENSG05220006730	ENSG05220006730	lncRNA	4	-	63347384	63364650
ENSG05220006731	SRP72	protein_coding	4	+	59955623	59991687
ENSG05220006732	REST	protein_coding	4	+	60399294	60458258
ENSG05220006733	ENSG05220006733	processed_pseudogene	4	+	64224673	64225254
ENSG05220006734	Y_RNA	misc_RNA	4	+	62977740	62977852
ENSG05220006735	ENSG05220006735	lncRNA	4	-	63211769	63236058
ENSG05220006736	ENSG05220006736	lncRNA	4	+	58541559	58581013
ENSG05220006737	ADGRL3	protein_coding	4	+	64638264	65515643
ENSG05220006738	RNU6-746P	snRNA	4	+	58782606	58782714
ENSG05220006739	PPAT	protein_coding	4	-	59881364	59923605
ENSG05220006740	ENSG05220006740	lncRNA	4	+	59035240	59036017
ENSG05220006741	ENSG05220006741	lncRNA	4	+	61332751	61346301
ENSG05220006742	ENSG05220006742	lncRNA	4	+	65571097	65657757
ENSG05220006743	ENSG05220006743	processed_pseudogene	4	+	65729007	65729782
ENSG05220006744	Y_RNA	misc_RNA	4	+	65343597	65343692
ENSG05220006745	RN7SL357P	misc_RNA	4	+	60293747	60294044
ENSG05220006746	LINC02496	lncRNA	4	+	64191134	64236670
ENSG05220006747	LRRC34P2	processed_pseudogene	4	-	58801125	58802038
ENSG05220006748	ENSG05220006748	lncRNA	4	+	61211091	61215724
ENSG05220006749	ENSG05220006749	TEC	4	-	60150316	60153537
ENSG05220006750	HOPX	protein_coding	4	-	60135854	60169722
ENSG05220006751	ENSG05220006751	transcribed_unprocessed_pseudogene	4	+	59898519	59919539
ENSG05220006752	LINC02271	lncRNA	4	+	64581587	64591893
ENSG05220006753	RNU6-1325P	snRNA	4	+	63278010	63278114
ENSG05220006754	ENSG05220006754	lncRNA	4	-	59779629	59787867
ENSG05220006755	LINC02429	lncRNA	4	+	62434025	62496763
ENSG05220006756	Y_RNA	misc_RNA	4	+	58900780	58900882
ENSG05220006757	TMEM165	protein_coding	4	+	58884101	58941541
ENSG05220006758	PAICS	protein_coding	4	+	59923731	59952584
ENSG05220006760	ADGRL3-AS1	lncRNA	4	-	65509060	65602848
ENSG05220006761	ENSG05220006761	lncRNA	4	+	60645938	60647813
ENSG05220006762	NOA1	protein_coding	4	-	60454802	60469054
ENSG05220006764	SRD5A3	protein_coding	4	+	58834341	58861238
ENSG05220006765	LINC02494	lncRNA	4	-	62015736	62027550
ENSG05220006766	Y_RNA	misc_RNA	4	-	60306131	60306227
ENSG05220006767	ENSG05220006767	lncRNA	4	-	61096704	61149806
ENSG05220006768	MRPL22P1	processed_pseudogene	4	-	59808707	59809322
ENSG05220006769	RPS15AP17	processed_pseudogene	4	-	65542971	65543360
ENSG05220006770	CRACD	protein_coding	4	+	59537287	59818577
ENSG05220006772	ENSG05220006772	lncRNA	4	+	60981768	60986804
ENSG05220006773	RPL17P19	processed_pseudogene	4	+	64649593	64650144
ENSG05220006774	RPL17P20	processed_pseudogene	4	+	60197959	60198513
ENSG05220006775	THEGL	protein_coding	4	+	60018614	60091522
ENSG05220006778	KDR	protein_coding	4	-	58566962	58614067
ENSG05220006784	Metazoa_SRP	misc_RNA	4	+	60298333	60298592
ENSG05220006785	ENSG05220006785	lncRNA	4	+	62596453	62619708
ENSG05220006786	RPL21P47	processed_pseudogene	4	+	65685578	65686054
ENSG05220006787	RN7SL424P	misc_RNA	4	+	58552234	58552522
ENSG05220006788	RN7SL492P	misc_RNA	4	-	60282244	60282538
ENSG05220006789	ENSG05220006789	lncRNA	4	+	60601934	60602787
ENSG05220006790	ENSG05220006790	processed_pseudogene	4	+	58707455	58708084
ENSG05220006791	RNU6-197P	snRNA	4	-	59776513	59776612
ENSG05220006792	IGFBP7-AS1	lncRNA	4	+	60601149	60698829
ENSG05220006793	Y_RNA	misc_RNA	4	-	58989739	58989852
ENSG05220006794	SRIP1	processed_pseudogene	4	+	61594357	61594644
ENSG05220006795	ENSG05220006795	lncRNA	4	-	62995095	63074256
ENSG05220006797	CLOCK	protein_coding	4	-	58916047	59035037
ENSG05220006800	ENSG05220006800	processed_pseudogene	4	-	60248849	60249415
ENSG05220006802	ENSG05220006802	lncRNA	4	-	62272405	62434004
ENSG05220006804	RNU6-652P	snRNA	4	+	59373740	59373846
ENSG05220006805	ENSG05220006805	lncRNA	4	-	64858162	64866144
ENSG05220006806	ENSG05220006806	lncRNA	4	+	58861775	58876641
ENSG05220006808	IGFBP7	protein_coding	4	-	60522210	60601772
ENSG05220006810	NMU	protein_coding	4	-	59083361	59124870
ENSG05220006812	MIR548AG1	miRNA	4	+	64363145	64363210
ENSG05220006814	CEP135	protein_coding	4	+	59437063	59521552
ENSG05220006815	RPS26P24	processed_pseudogene	4	-	60843941	60844271
ENSG05220006816	ENSG05220006816	lncRNA	4	-	60452376	60452826
ENSG05220006818	EXOC1L	protein_coding	4	+	59307935	59325634
ENSG05220006819	RNU6-276P	snRNA	4	+	59286781	59286876
ENSG05220006820	ENSG05220006820	lncRNA	4	-	62496824	62525049
ENSG05220006823	POLR2B	protein_coding	4	+	60469170	60522595
ENSG05220006828	Y_RNA	misc_RNA	4	+	63277122	63277223
ENSG05220006830	ENSG05220006830	lncRNA	4	-	62594543	62623980
ENSG05220006831	ENSG05220006831	lncRNA	4	+	59875627	59876155
ENSG05220006832	ENSG05220006832	lncRNA	4	+	59884312	59884871
ENSG05220006833	ENSG05220006833	processed_pseudogene	4	-	61608966	61609278
ENSG05220006834	RN7SKP30	misc_RNA	4	-	59028647	59028980
ENSG05220006836	ENSG05220006836	processed_pseudogene	4	-	65212749	65213150
ENSG05220006837	EXOC1	protein_coding	4	+	59341793	59393237
ENSG05220006839	UBE2CP3	processed_pseudogene	4	+	60564102	60564551
ENSG05220006840	RNA5SP161	rRNA_pseudogene	4	+	59585386	59585500
ENSG05220006842	SPINK2	protein_coding	4	-	60297771	60309654
ENSG05220006843	ARL9	protein_coding	4	+	59993215	60012967
ENSG05220006844	FCF1P8	processed_pseudogene	4	-	58839938	58840534
ENSG05220006845	LINC02380	lncRNA	4	+	60915417	60969273
ENSG05220006846	RNU6-998P	snRNA	4	+	60494126	60494226
ENSG05220006847	RN7SL822P	misc_RNA	4	-	58703735	58704030
ENSG05220006848	ENSG05220006848	lncRNA	4	-	59377888	59391328
ENSG05220006849	PDCL2	protein_coding	4	-	59044647	59080385
ENSG05220006851	RPL7AP31	processed_pseudogene	4	+	59844111	59844908
ENSG05220006852	ENSG05220006852	lncRNA	4	-	59426334	59436188
ENSG05220006853	LINC02619	lncRNA	4	-	62389096	62437992
ENSG05220036737	ENSG05220036737	lncRNA	4	-	109238191	109243849
ENSG05220036738	RNU6-551P	snRNA	4	+	110736270	110736372
ENSG05220036740	RAC1P5	processed_pseudogene	4	-	110508210	110508785
ENSG05220036741	ENSG05220036741	lncRNA	4	+	107868154	107880076
ENSG05220036742	EEF1A1P9	processed_pseudogene	4	+	108795562	108796944
ENSG05220036743	LINC01438	lncRNA	4	+	114096290	114099231
ENSG05220036744	RNU6-351P	snRNA	4	+	108285673	108285772
ENSG05220036745	RN7SL55P	misc_RNA	4	-	112752902	112753198
ENSG05220036746	CDC42P4	processed_pseudogene	4	+	112857303	112857865
ENSG05220036747	ENSG05220036747	lncRNA	4	-	113814549	113821566
ENSG05220036748	ENPEP	protein_coding	4	+	113668128	113867343
ENSG05220036749	ENSG05220036749	processed_pseudogene	4	-	108990176	108991220
ENSG05220036750	ENSG05220036750	processed_pseudogene	4	-	108413918	108415031
ENSG05220036751	MCUB	protein_coding	4	+	112862359	112990653
ENSG05220036752	GSTCD	protein_coding	4	+	109019919	109158852
ENSG05220036753	COL25A1	protein_coding	4	-	112110611	112604872
ENSG05220036754	ENSG05220036754	lncRNA	4	-	108448213	108451550
ENSG05220036755	ENSG05220036755	lncRNA	4	+	109835423	110243714
ENSG05220036756	MIR576	miRNA	4	+	112790830	112790927
ENSG05220036757	SEC24B-AS1	lncRNA	4	-	112649595	112735948
ENSG05220036758	RNU6-205P	snRNA	4	+	113580590	113580696
ENSG05220036759	ENSG05220036759	processed_pseudogene	4	-	108307901	108308053
ENSG05220036760	HADH	protein_coding	4	+	111292048	111337578
ENSG05220036761	CYP2U1	protein_coding	4	+	111233835	111255785
ENSG05220036762	LINC02173	lncRNA	4	+	109744563	109764507
ENSG05220036763	RPL7L1P13	processed_pseudogene	4	-	113702168	113702906
ENSG05220036764	AIMP1	protein_coding	4	+	109626616	109660528
ENSG05220036765	ENSG05220036765	lncRNA	4	+	108211093	108430975
ENSG05220036766	ENSG05220036766	lncRNA	4	+	112993944	112994643
ENSG05220036767	LEF1	protein_coding	4	-	111349882	111471280
ENSG05220036768	PPA2	protein_coding	4	-	108679986	108784938
ENSG05220036769	RNU6-35P	snRNA	4	+	113294415	113294521
ENSG05220036770	ENSG05220036770	processed_pseudogene	4	+	112076567	112076974
ENSG05220036771	RBMXP4	processed_pseudogene	4	-	112648446	112649579
ENSG05220036772	NPNT	protein_coding	4	+	109205901	109315140
ENSG05220036773	ENSG05220036773	processed_pseudogene	4	+	114365137	114365781
ENSG05220036774	LEF1-AS1	lncRNA	4	+	111469849	111560376
ENSG05220036775	ENSG05220036775	lncRNA	4	-	107964848	108277794
ENSG05220036776	ZACNP1	unprocessed_pseudogene	4	+	111718095	111719514
ENSG05220036777	ENSG05220036777	snoRNA	4	+	108417018	108417125
ENSG05220036779	ENSG05220036779	processed_pseudogene	4	-	108197066	108197903
ENSG05220036780	ENSG05220036780	lncRNA	4	-	108850985	108863153
ENSG05220036781	SEC24B	protein_coding	4	+	112735903	112843029
ENSG05220036782	TET2	protein_coding	4	+	108456807	108590759
ENSG05220036783	CXXC4-AS1	lncRNA	4	+	107802056	108045479
ENSG05220036784	RNU6-289P	snRNA	4	+	114632978	114633084
ENSG05220036785	KRT19P3	processed_pseudogene	4	-	113181166	113181993
ENSG05220036786	CASP6	protein_coding	4	-	112990556	113005524
ENSG05220036787	RPSAP34	processed_pseudogene	4	-	111710158	111710893
ENSG05220036788	PANCR	lncRNA	4	-	113897372	113917319
ENSG05220036789	GAR1-DT	lncRNA	4	-	113117109	113117472
ENSG05220036790	INTS12	protein_coding	4	-	108993748	109207112
ENSG05220036791	COL25A1-DT	lncRNA	4	+	112605155	112618255
ENSG05220036792	CFI	protein_coding	4	-	113042636	113104052
ENSG05220036793	HIGD1AP14	processed_pseudogene	4	+	112975779	112976060
ENSG05220036794	RNF14P2	processed_pseudogene	4	-	113567132	113567284
ENSG05220036795	ELOVL6	protein_coding	4	-	113347937	113501492
ENSG05220036796	RPL34-DT	lncRNA	4	-	111841046	111923367
ENSG05220036797	ARHGEF38-IT1	lncRNA	4	+	108872392	108881039
ENSG05220036798	SGMS2	protein_coding	4	+	111126863	111217333
ENSG05220036799	CYP2U1-AS1	lncRNA	4	-	111165773	111292013
ENSG05220036800	RCC2P8	processed_pseudogene	4	-	112091728	112092762
ENSG05220036801	PITX2	protein_coding	4	-	113919284	113943981
ENSG05220036802	ENSG05220036802	lncRNA	4	-	111238316	111243543
ENSG05220036803	RPL34	protein_coding	4	+	111923476	111933320
ENSG05220036804	EXOC7P1	processed_pseudogene	4	-	111720580	111722638
ENSG05220036805	EGF	protein_coding	4	+	113214975	113315858
ENSG05220036806	SETP20	processed_pseudogene	4	-	112855376	112856227
ENSG05220036807	PLA2G12A	protein_coding	4	-	113011930	113031980
ENSG05220036808	ARHGEF38	protein_coding	4	+	108863418	109019234
ENSG05220036809	ENSG05220036809	lncRNA	4	+	111972908	111981829
ENSG05220036810	RNU6-733P	snRNA	4	-	111170107	111170210
ENSG05220036811	TBCK	protein_coding	4	-	109352697	109627755
ENSG05220036812	ATP5F1EP1	processed_pseudogene	4	+	108843279	108843434
ENSG05220036813	MIR297	miRNA	4	-	114162497	114162562
ENSG05220036814	RN7SL89P	misc_RNA	4	+	108604606	108604888
ENSG05220036815	TET2-AS1	lncRNA	4	-	108482263	108488972
ENSG05220036816	HSBP1P2	processed_pseudogene	4	-	113554167	113554395
ENSG05220036817	ZBED1P1	processed_pseudogene	4	+	113594049	113595978
ENSG05220036818	ACTR6P1	processed_pseudogene	4	-	110141555	110142658
ENSG05220036819	ENSG05220036819	lncRNA	4	+	110559692	110602837
ENSG05220036820	OSTC	protein_coding	4	+	111953488	111970777
ENSG05220036821	ENSG05220036821	snoRNA	4	-	113735505	113735584
ENSG05220036822	GIMD1	protein_coding	4	-	109668465	109679852
ENSG05220036823	ENSG05220036823	lncRNA	4	+	114178323	114687776
ENSG05220036824	ETNPPL	protein_coding	4	-	112045042	112066005
ENSG05220036825	GAR1	protein_coding	4	+	113117572	113126799
ENSG05220036826	LRIT3	protein_coding	4	+	113150166	113174389
ENSG05220036827	ENSG05220036827	lncRNA	4	-	109314430	109333578
ENSG05220036828	DKK2	protein_coding	4	-	110226876	110584774
ENSG05220036829	PIMREGP2	processed_pseudogene	4	-	108837401	108838202
ENSG05220036830	RNU6-431P	snRNA	4	+	111955053	111955159
ENSG05220036831	ZNF969P	processed_pseudogene	4	+	113718287	113720894
ENSG05220036832	GSTCD-AS1	lncRNA	4	-	109057391	109138299
ENSG05220036833	PAPSS1	protein_coding	4	-	110892583	111022538
ENSG05220036834	ENSG05220036834	processed_pseudogene	4	+	113448689	113449563
ENSG05220036835	LYPLA1P2	processed_pseudogene	4	-	114246672	114247362
ENSG05220036836	RRH	protein_coding	4	+	113130031	113151182
ENSG05220036739	RN7SL275P	misc_RNA	4	+	113420025	113420378
ENSG05220036778	RNU6-553P	snRNA	4	+	108717891	108717986
ENSG05220017919	OR7E35P	unprocessed_pseudogene	4	+	9754425	9755304
ENSG05220017920	ENSG05220017920	lncRNA	4	-	10067670	10072604
ENSG05220017922	ENSG05220017922	lncRNA	4	+	8462016	8496485
ENSG05220017923	ENSG05220017923	lncRNA	4	-	8433157	8434689
ENSG05220017925	MIR3138	miRNA	4	-	10078197	10078278
ENSG05220017926	ENSG05220017926	processed_pseudogene	4	-	10199058	10199907
ENSG05220017927	OR7E85BP	unprocessed_pseudogene	4	+	8916512	8917441
ENSG05220017928	RPS3AP19	processed_pseudogene	4	+	9559413	9560192
ENSG05220017929	ENSG05220017929	unprocessed_pseudogene	4	+	9732976	9741925
ENSG05220017930	ENSG05220017930	unprocessed_pseudogene	4	+	8967639	8967856
ENSG05220017931	SH3TC1	protein_coding	4	+	8160494	8220578
ENSG05220017932	TRMT44	protein_coding	4	+	8415885	8473277
